name,betweenness,closeness,pagerank,hub,authority,in_degree,title,year,generation,entry_type,cluster_kmeans.x,component_weak,component_strong,community_leiden,cluster_kmeans.y
Der Wechsel von der Münzgeld-zur Gewichtsgeldwirtschaft in Haithabu um 900 und die Herkunft des Münzsilbers im 9. und io. Jahrhundert,0,0.178031169340347,9.550412745789184e-5,7.290778654826252e-17,7.264252380255414e-6,1,NA,NA,NA,NA,4,1,22777,2,4
"Headword ""ports of Trade",0,0.20384138785625774,3.347978503151412e-5,7.290778654826252e-17,6.247517205146724e-6,1,NA,NA,NA,NA,4,1,19302,27,4
Sakralkönigtum (Die archäologische Perspektive),0,0.43037974683544306,2.9626449398963074e-5,7.290778654826252e-17,1.8847028961147783e-8,1,NA,NA,NA,NA,5,1,14483,44,5
"Warrior Bands, War Lords, and the Birth of Tribes and States in the First Millennium AD in Middle Europe",0,0.19823179997237186,8.5026913018071e-5,7.290778654826252e-17,1.652132394042961e-7,1,NA,NA,NA,NA,4,1,22653,46,4
"Urban settlement, Part 2",0,0.52,2.5281800983450177e-5,7.290778654826252e-17,8.784644889812596e-6,1,NA,NA,NA,NA,5,1,14413,24,5
"Urban Settlement. Part 2: Central, Northern, Eastern and Southern Europe",0,0.23880939628127631,2.1136792390566433e-4,7.290778654826252e-17,5.919221616195637e-6,2,NA,NA,NA,NA,4,1,21213,49,4
Münzen und Geldwagen? Zur Praxis des Zahlungvorganges während der Merowingerzeit,0,0.19808306709265175,1.087246469422574e-4,7.290778654826252e-17,1.5948810649439849e-6,1,NA,NA,NA,NA,4,1,22798,2,4
Slawische Siedlungen und Befestigungen im Höhbeck-Gebiet -Kurzer Bericht über die Probegrabungen 1972 und 1973,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,255,4,3
Die Keramik aus der frühgeschichtlichen Wurt Elisenhof,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,254,4,3
Archäologische und naturwissenschaftliche untersuchungen an ländlichen und frühstädtischen siedlungen in deutschen küstengebieten vom 5. jahrhundert v. chr. bis zum 11,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,253,4,3
The Continental Saxons from the Migration Period to the Tenth Century,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,NA,NA,NA,NA,3,1,252,4,3
"Predicting Diet, Trophic Level and Palaeoecology From Bone Stable Isotope Analysis: A Comparative Study of Five Red Deer Populations",0,0.5333333333333333,2.4575944586907686e-5,7.290778654826252e-17,3.219054888272589e-8,1,NA,NA,NA,NA,5,1,12851,34,5
Asser's Life of King Alfred together with the Annals of Saint Neots erroneously ascribed to Asser,0,0.23497267759562843,2.9673798075414665e-5,7.290778654826252e-17,7.95591738491588e-6,1,NA,NA,NA,NA,4,1,16110,29,4
The Hunterston brooch and its significance,0,0.32320441988950277,2.7058207897244326e-5,7.290778654826252e-17,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15776,14,4
Toward an Understanding of Site Abandonment Behaviour: Evidence From Historic Mining Camps in the Southwest Yukon,0,0.2406377998829725,5.583464797903358e-5,7.290778654826252e-17,6.091503790362157e-8,2,NA,NA,NA,NA,4,1,22360,51,4
Brooches and Pins: Some Seventh-to Ninth-Century Problems,0,0.32320441988950277,2.7058207897244326e-5,7.290778654826252e-17,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15775,14,4
stevenson1987a,0,0.32320441988950277,2.7058207897244326e-5,7.290778654826252e-17,5.732303232505228e-6,1,,"1987, 1989",F2,misc,4,1,15774,14,4
"The Celtic brooch from Westness, Orkney, and hinged pins",0,0.32320441988950277,2.7058207897244326e-5,7.290778654826252e-17,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15773,14,4
Types of types,0,0.42857142857142855,2.3560082524691946e-5,7.290778654826252e-17,7.714673576984645e-7,1,NA,NA,NA,NA,5,1,14147,12,5
The concept and method of cultural ecology. Theory of Culture Change,0,0.5151515151515151,2.605046023356466e-5,7.290778654826252e-17,3.303729950052533e-7,1,NA,NA,NA,NA,5,1,12217,20,5
Theory of Cultural Change,0,0.17566586419045435,1.1574174902129769e-4,7.290778654826252e-17,1.8807353893526077e-6,1,NA,NA,NA,NA,4,1,22320,55,4
Filed Indian Teeth from Illinois,0,NA,2.2762090500174994e-5,0.0015323611305744387,0,0,NA,NA,NA,NA,6,1,251,42,6
More Filed Indian Teeth from the United States,0,NA,2.2762090500174994e-5,0.0015323611305744385,0,0,NA,NA,NA,NA,6,1,250,42,6
Shetland Place-names,0,0.22354104846686448,7.877174750795164e-5,7.290778654826252e-17,3.7910298682822535e-6,1,NA,NA,NA,NA,4,1,17943,30,4
Mates & Muchachos: Unit Cohesion in the Falklands/Malvinas War,0,0.23901994004952432,7.114955245553492e-5,7.290778654826252e-17,6.984061937340989e-9,1,NA,NA,NA,NA,4,1,21808,13,4
"On Longing: Narratives of the Miniature, the Gigantic, the Souvenir, the Collection. New Edn",0,0.52,2.4622738779183553e-5,7.290778654826252e-17,1.058291757059753e-6,1,NA,NA,NA,NA,5,1,13090,15,5
"Effects of Rainfall on Weathering Rate, Base Cation Provenance, and Sr Isotope Composition of Hawaiian Soils",0,0.3287671232876712,2.5464174792060314e-5,7.290778654826252e-17,7.241782576843011e-8,1,NA,NA,NA,NA,4,1,14715,34,4
ZooMS: Making Eggshell Visible in the Archaeological Record,0,0.55,2.5060176830734602e-5,7.290778654826252e-17,5.765157748366929e-5,2,NA,NA,NA,NA,5,1,15393,16,5
Sex Determination Using Peptides from Tooth Enamel,0,0.23433223864258346,8.550797170374765e-5,7.290778654826252e-17,4.937924282395581e-9,1,NA,NA,NA,NA,4,1,21328,47,4
steyning1990,0,0.22903872665747588,1.148191154101428e-4,7.290778654826252e-17,1.4864866629534456e-8,1,,1990,F2,misc,4,1,21508,29,4
To Pragtsvaerd Fra Vikingetiden,0,0.2403683062757451,5.632382289402118e-5,7.290778654826252e-17,4.126216633303575e-6,2,NA,NA,NA,NA,4,1,20478,31,4
Wealth and Complexity: Economically Specialised Sites in Late Iron Age Denmark,0,0.2990792990792991,3.642776047049477e-5,7.290778654826252e-17,9.446603354078964e-5,3,NA,NA,NA,NA,4,1,21134,5,4
Economically specialised sites in later Iron Age Denmark,0,0.23456698741672835,5.9780530805049295e-5,7.290778654826252e-17,9.614774731701184e-8,1,NA,NA,NA,NA,4,1,21729,46,4
stiegemann1999,0,0.21624588364434688,2.9652864927141295e-5,7.290778654826252e-17,5.846353944466262e-7,1,,1999,F2,misc,4,1,19561,65,4
Alerdinck 1636 Bischop,0,NA,2.2762090500174994e-5,0.9424171857515238,0,0,NA,NA,NA,NA,3,1,249,4,3
Marken und Markgrafen. Studien zur Grenzsicherung durch die fränkisch-deutschen Herrscher,0,0.5,2.9857590011547186e-5,7.290778654826252e-17,4.808784180779399e-6,1,NA,NA,NA,NA,5,1,12940,27,5
stiesdal1940,0,0.21611551001397297,3.723591916163075e-5,7.290778654826252e-17,2.8306568488523177e-7,1,,1940,F2,misc,4,1,20417,31,4
Den gamle Vaerebro,0,0.21611551001397297,3.723591916163075e-5,7.290778654826252e-17,2.8306568488523177e-7,1,NA,NA,NA,NA,4,1,20416,31,4
Typology and Trade: A Study of the Vessel Glass from Wics and Emporia in Northwest Europe,0,0.3138075313807531,2.8292958504045407e-5,7.290778654826252e-17,5.8939913961821506e-6,1,NA,NA,NA,NA,4,1,17906,16,4
"A 1775 Jørlunde sogn, Lynge-Frederiksborg herred, Frederiksborg amt, Sjaelland. Swords of type X 43. C8727 Tissø, St. Fuglede sogn, Ars herred, Holbaek amt, Sjaelland. Swords of",0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,NA,NA,NA,NA,5,1,12540,62,5
Between the Lines and in the Margins: Interviewing People About Attitudes to Heritage and Identity,0,0.21785714285714286,6.637149545526577e-5,7.290778654826252e-17,8.448953862876233e-8,1,NA,NA,NA,NA,4,1,19525,38,4
stilke1996,0,NA,2.2762090500174994e-5,0.9424171857515242,0,0,,1996,F2,incollection,3,1,248,4,3
Westliche Importkeramik des frühe Mittelalters im Ostseegebiet,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,247,4,3
Grauware des 8. bis 11. Jahrhunderts,0,0.23279816513761467,4.73559100289878e-5,7.290778654826252e-17,1.611180757729694e-6,1,NA,NA,NA,NA,4,1,22116,2,4
stille1999,0,0.5294117647058824,2.3706019740372395e-5,7.290778654826252e-17,3.795048810454537e-6,1,,1999,F2,article,5,1,14950,32,5
Extreme and Persistent Drought in California and Patagonia During Mediaeval Time,0,0.34894613583138173,2.9832736548825516e-5,7.290778654826252e-17,3.048083114556979e-7,1,NA,NA,NA,NA,4,1,16015,20,4
Medieval Climate Anomaly,0,0.34894613583138173,2.9832736548825516e-5,7.290778654826252e-17,3.048083114556979e-7,1,NA,NA,NA,NA,4,1,16014,20,4
stjerna1905,0,0.5217391304347826,2.8174238910317953e-5,7.290778654826252e-17,3.0538105299490516e-6,1,,1905,F2,misc,5,1,14904,10,5
Bidrag till bornholms befolkningshistoria under järnåldern,0,0.19227871939736346,8.904121973613001e-5,7.290778654826252e-17,6.439234649182961e-8,1,NA,NA,NA,NA,4,1,21590,22,4
Vä under järnåldern. Acta Regiae Societatis humaniorum litterarum Lundensis 47,0,0.19227871939736346,8.904121973613001e-5,7.290778654826252e-17,6.439234649182961e-8,1,NA,NA,NA,NA,4,1,21589,22,4
"Ett svenskt praktfynd med sydeuropeiska bronser"". I: P. Hamberg (red.), Proxima Thule. Sverige och Europa under forntid och medeltid",0,NA,2.2762090500174994e-5,1.1390159881026767e-5,0,0,NA,NA,NA,NA,6,1,246,53,6
"Ciste a cordoni (Rippenzisten). Produktion, Funktion, Diffusion 1-2. (Acta archaeologica Lundensia",0,NA,2.2762090500174994e-5,1.1390159881026988e-5,0,0,NA,NA,NA,NA,6,1,245,53,6
Wilhelm Holmquist -The Helgö Scholar,0,0.17497812773403323,2.72557375224576e-5,7.290778654826252e-17,6.020457696696192e-7,1,NA,NA,NA,NA,4,1,19592,38,4
"Uppåkra, a Central Place in Skåne during the Iron Age",0,0.2173198136475747,3.668752274605642e-5,7.290778654826252e-17,1.6526896662759255e-6,2,NA,NA,NA,NA,4,1,20842,31,4
Arkeologi och religion. Rapport ftån arkeologidagarna I6-I8 januari I989,0,0.23269787107781323,1.2117650012350638e-4,7.290778654826252e-17,0,1,NA,NA,NA,NA,4,1,21205,13,4
stnd,0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,,,F2,misc,5,1,12313,50,5
The Early Church in Lincolnshire: A Study of the Sites and their Significance,0,NA,2.2762090500174994e-5,0.0013681939304360452,0,0,NA,NA,NA,NA,6,1,244,36,6
stocker2000,0,0.5185185185185185,2.6389798673640384e-5,7.290778654826252e-17,4.966941320507637e-6,1,,2000,F2,misc,5,1,9974,29,5
Monuments and Merchants: Irregularities in the Distribution of Stone Sculpture,0,0.2331645378278286,7.797434174766268e-5,7.290778654826252e-17,2.911205078171912e-8,1,NA,NA,NA,NA,4,1,21489,28,4
stocker2000b,0,0.2331645378278286,7.797434174766268e-5,7.290778654826252e-17,2.911205078171912e-8,1,,2000,F2,misc,4,1,21488,28,4
The City by the Pool: assessing the archaeology of the City of Lincoln,0,0.5714285714285714,2.4782226032065522e-5,7.290778654826252e-17,6.108631838042632e-7,1,NA,NA,NA,NA,5,1,11681,5,5
The Straight and Narrow Way: Fenland Causeways and the Conversion of the Landscape in the Witham Valley,0,0.20080144919580611,1.3512940493756265e-4,7.290778654826252e-17,1.300851860815842e-7,2,NA,NA,NA,NA,4,1,21420,30,4
Pre-Conquest stoneworkthe early graveyard in context' in S Mays,0,0.23807325330871038,7.291778910236801e-5,7.290778654826252e-17,3.458030642776092e-6,1,NA,NA,NA,NA,4,1,21257,29,4
Handelsverbindungen des 9. Jahrhunderts,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,243,4,3
stockholm1976,0,0.17497812773403323,2.72557375224576e-5,7.290778654826252e-17,6.020457696696192e-7,1,,1976,F2,misc,4,1,19591,38,4
Commentationes denummis saeculorum IX-XI in Suecia repertis. Nova series 2,0,0.5714285714285714,3.139949091318783e-5,7.290778654826252e-17,2.3353678746548974e-7,1,NA,NA,NA,NA,5,1,3438,15,5
The agricultural transformation of Sweden,0,0.2169657422512235,5.032093320032503e-5,7.290778654826252e-17,8.093921451628956e-10,1,NA,NA,NA,NA,4,1,17778,18,4
"Datasheet 39, Anglo-Scandinavian Harness Fittings",0,0.5384615384615384,2.9716541428270122e-5,7.290778654826252e-17,6.6470629122440806e-9,1,NA,NA,NA,NA,5,1,11378,37,5
"A worth of their own. The earliest coinage of Gotland, c. 1140-1220",0,0.5714285714285714,3.139949091318783e-5,7.290778654826252e-17,2.3353678746548974e-7,1,NA,NA,NA,NA,5,1,3437,15,5
2004a Det forntida Sveariket: en myt eller en arkeologisk realitet? KVHAA Årsbok,0,0.17497812773403323,2.72557375224576e-5,7.290778654826252e-17,6.020457696696192e-7,1,NA,NA,NA,NA,4,1,19590,38,4
stockholmnda,0,0.1695692025664528,3.184607774528927e-5,7.290778654826252e-17,5.867294509501307e-9,1,,,F2,misc,4,1,21020,58,4
"Bishops, Councils and Consensus in the Visigothic Kingdom 589-633",0,0.17080790822553088,9.243860750882123e-5,7.290778654826252e-17,1.0689313223778565e-7,1,NA,NA,NA,NA,4,1,21419,30,4
"Runesten, Kronologi Og Samfundsreconstruktion",0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,NA,NA,NA,NA,5,1,12539,62,5
stockmann2015,0,0.3253012048192771,2.6116253236156927e-5,7.290778654826252e-17,3.3198955851724103e-6,1,,2015-08-04,F2,misc,4,1,18704,5,4
Shaw's Creek Shelter: Human Displacement of Artefacts and Its Significance,0,0.2325985203080175,3.2496939775847144e-5,7.290778654826252e-17,3.415674567614229e-8,1,NA,NA,NA,NA,4,1,21868,51,4
"Estimates of Volcanic-Induced Cooling in the Northern Hemisphere over the past 1,500 Years",0,0.5333333333333333,2.3381326280187813e-5,7.290778654826252e-17,6.665548136090776e-8,1,NA,NA,NA,NA,5,1,12312,50,5
"Ancient Migrations: Biodistance, Genetics, and the Persistence of Typological Thinking",0,0.5066666666666667,2.972055520759004e-5,7.290778654826252e-17,6.513519831769025e-7,1,NA,NA,NA,NA,5,1,13877,47,5
"Runesten, kronologi og samfundsrekonstruktion. nogle kritiske overvejelser med udgangspunkt i runestenene i mammenområdet",0,0.52,2.877966520512045e-5,7.290778654826252e-17,4.182107836199364e-6,1,NA,NA,NA,NA,5,1,10530,12,5
"Runesten, Kronologi Og Samfundsrekonstruktion",0,0.23182812298983663,5.5231911512614527e-5,7.290778654826252e-17,5.27413808570482e-6,2,NA,NA,NA,NA,4,1,20660,37,4
"Runesten, kronologi og samfundsrekonstruktion. I: M. Iversen (red.): Mammen. Grav, kunst og samfund i vikingetiden",0,0.21611551001397297,3.723591916163075e-5,7.290778654826252e-17,2.8306568488523177e-7,1,NA,NA,NA,NA,4,1,20415,31,4
The Ribe Cranium Inscription and the Scandinavian Transition to the Younger Reduced Futhark,0,0.52,2.877966520512045e-5,7.290778654826252e-17,4.182107836199364e-6,1,NA,NA,NA,NA,5,1,10529,12,5
"Die Inschriften von Ribe, Hedeby und Schleswig und die Bedeutung der Schwedeherr-schaft",0,0.5,2.9857590011547186e-5,7.290778654826252e-17,4.808784180779399e-6,1,NA,NA,NA,NA,5,1,12939,27,5
stoklund2000a,0,0.52,2.877966520512045e-5,7.290778654826252e-17,4.182107836199364e-6,1,,2000,F2,article,5,1,10528,12,5
stoklund2000b,0,0.2580993520518359,2.7206433413312743e-5,7.290778654826252e-17,8.473846199933051e-7,1,,2000,F2,article,4,1,18118,23,4
Arkaeologiske Udgravninger Danmark,0,0.18138867797182148,4.2161557023869485e-5,7.290778654826252e-17,2.3855605369135466e-7,1,NA,NA,NA,NA,4,1,20806,62,4
Christiana Religio-Denare,0,0.18138867797182148,4.2161557023869485e-5,7.290778654826252e-17,2.3855605369135466e-7,1,NA,NA,NA,NA,4,1,20805,62,4
stoklund2003,0,0.18138867797182148,4.2161557023869485e-5,7.290778654826252e-17,2.3855605369135466e-7,1,,2003,F2,article,4,1,20804,62,4
The Runic Inscription on the runic Scull Fragment,0,0.22151898734177214,2.67624994975402e-5,7.290778654826252e-17,3.5854960565740333e-6,1,NA,NA,NA,NA,4,1,17103,7,4
"Stoklund, M., Rasmussen, A. K. & Brinch",0,0.25190839694656486,2.8793328098818974e-5,7.290778654826252e-17,1.771428504482489e-6,1,NA,NA,NA,NA,4,1,17073,7,4
The Runic Inscription on the Ribe Skull Fragment,0,0.52,2.877966520512045e-5,7.290778654826252e-17,4.182107836199364e-6,1,NA,NA,NA,NA,5,1,10527,12,5
"Tolkningen af Baekke-, Laeborg-og Jellingindskrifterne og meningen med at rejse runesten. Hikuin",0,0.52,2.877966520512045e-5,7.290778654826252e-17,4.182107836199364e-6,1,NA,NA,NA,NA,5,1,10526,12,5
Chronology and Typology of the Danish Runic Inscriptions,0,0.22197585612219758,4.216158248516955e-5,7.290778654826252e-17,5.61309497348584e-6,2,NA,NA,NA,NA,4,1,20659,12,4
The Danish Inscriptions of the Early Viking Age and the Transition to the Younger Futhark,0,0.52,2.877966520512045e-5,7.290778654826252e-17,4.182107836199364e-6,1,NA,NA,NA,NA,5,1,10525,12,5
A Genomewide Association Study of Skin Pigmentation in a South Asian Population,0,0.18835616438356165,3.0074051584304486e-5,7.290778654826252e-17,1.200779423761348e-6,1,NA,NA,NA,NA,4,1,19065,34,4
Carnal Knowledge and Imperial Power: Race and the Intimate in Colonial Rule,0,0.32320441988950277,2.7058207897244326e-5,7.290778654826252e-17,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15772,14,4
Graffältet vid Vendel. Stockholm: Kungliga Vitterhets Historie och Antikvitets Akademien,0,0.43037974683544306,2.9626449398963074e-5,7.290778654826252e-17,1.8847028961147783e-8,1,NA,NA,NA,NA,5,1,14482,44,5
stolpe1912a,0,0.21465968586387435,2.8757642920980494e-5,7.290778654826252e-17,1.6408292370498446e-10,1,,1912,F2,misc,4,1,17559,40,4
stolpe1912b,0,0.2080745341614907,3.317470973478451e-5,7.290778654826252e-17,4.040536705489518e-8,1,,1912,F2,misc,4,1,17619,64,4
Gravfältet vid Vendel,0,0.2331677493312954,5.4047434511994953e-5,7.290778654826252e-17,9.24677415068182e-9,1,NA,NA,NA,NA,4,1,22092,51,4
stolpe1912e,0,0.2480796771253743,6.597443879264331e-5,7.290778654826252e-17,8.999704412329813e-6,1,,1912,F2,misc,4,1,22176,7,4
ar and Ture ohnsson rne,0,NA,2.2762090500174994e-5,0.0014350456561126775,0,0,NA,NA,NA,NA,6,1,242,39,6
La nécropole de Vendel,0,0.19227871939736346,8.904121973613001e-5,7.290778654826252e-17,6.439234649182961e-8,1,NA,NA,NA,NA,4,1,21588,22,4
Summarisk redogörelse för de år 1877 utförda undersökningarna på björkö i mälaren,0,1,2.6631645885204742e-5,7.290778654826252e-17,4.163013320812216e-9,1,NA,NA,NA,NA,5,1,11516,42,5
Bilagor till Kungl Vetenskapsakademiens Protokol för år 1879,0,1,2.6631645885204742e-5,7.290778654826252e-17,4.163013320812216e-9,1,NA,NA,NA,NA,5,1,11515,42,5
"Twenty volumes plus six manuscripts and plans, stored in the Antiquarian Topographical Archives in Stockholm",0,0.2387452802788266,9.022338456750601e-5,7.290778654826252e-17,2.9653512250541872e-6,1,NA,NA,NA,NA,4,1,22228,59,4
stolpend,0,0.5217391304347826,2.8633065920461796e-5,7.290778654826252e-17,3.0511777727240107e-6,1,,1889-12-21,F2,incollection,5,1,13047,59,5
Ett och annat på Bj€ ork€ o,0,0.19159770846594526,2.6765965342317004e-5,7.290778654826252e-17,3.33074736342547e-6,1,NA,NA,NA,NA,4,1,17439,34,4
"Naturhistoriska och archaeologiska undersökningar på Björkö i Mälaren. Öfversigt af Kongl. Vetenskapsakademiens Förhandlingar 1 (Stockholm 1872). 1873: H. Stolpe, Naturhistoriska och archaeologiska undersökningar på Björkö i Mälaren II. Redogörelse för undersökningarna år 1872",0,0.1671801191209694,3.643621431665535e-5,7.290778654826252e-17,2.494803163304126e-7,1,NA,NA,NA,NA,4,1,20963,58,4
Naturhistoriska och archaeologiska undersökningar på björkö i mälaren,0,0.1695692025664528,3.184607774528927e-5,7.290778654826252e-17,5.867294509501307e-9,1,NA,NA,NA,NA,4,1,21019,58,4
Ett och annat på Björkö,0,0.1814567342205533,1.0886384598385772e-4,7.290778654826252e-17,2.3751853482500382e-7,1,NA,NA,NA,NA,4,1,21443,34,4
Utvecklingsföreteelser i naturfolkens ornamentik,0,0.19185565303757657,4.2424003031430696e-5,7.290778654826252e-17,2.591692675696174e-6,1,NA,NA,NA,NA,4,1,21963,59,4
Granuliteand amphibolite-facies metamorphism of the Quebec-Baffin segment of the Trans-Hudson Orogen,0,NA,2.2762090500174994e-5,9.609727310794092e-5,0,0,NA,NA,NA,NA,6,1,241,20,6
The Spindle and the Spear: A Critical Enquiry into the Construction and Meaning of Gender in the Early Anglo-Saxon Burial Rite,0,0.24780535385282323,2.0977366269413867e-4,7.290778654826252e-17,1.411688911593646e-6,4,NA,NA,NA,NA,4,1,22260,44,4
Guidelines for Analysis and Description of Soil and Regolith Thin Sections,7.643168909396097e-7,0.2425359380759307,9.509751682929506e-5,0.0012910257475365018,4.049939190333589e-7,4,NA,NA,NA,NA,4,1,22359,45,4
Guidelines for Analysis and Description of Soil and Regolith Thin Section,0,0.2792022792022792,2.738922913730049e-5,7.290778654826252e-17,1.2464551089449075e-5,1,NA,NA,NA,NA,4,1,18014,45,4
Interpretation of Micromorphological Features of Soils and Regoliths,0,0.25103734439834025,5.839274556827183e-5,7.290778654826252e-17,3.182626258767531e-8,1,NA,NA,NA,NA,4,1,17030,45,4
Human exploitation and history of seals in the Baltic during the Late Holocene,0,0.34894613583138173,2.9832736548825516e-5,7.290778654826252e-17,3.048083114556979e-7,1,NA,NA,NA,NA,4,1,16013,20,4
"Frølunde Fed, Tårnborg sogn, Slagelse herred, Sorø amt, Sjaelland (ibid",0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,NA,NA,NA,NA,5,1,12538,62,5
"Ha ˚løyghøvdinger. om grunnlaget for og vedlikeholdet av høvdingmakt i jernaldere, med vekt pa ˚sør-salten",0,0.18503462812405902,3.938255999804064e-5,7.290778654826252e-17,9.657016671910805e-8,1,NA,NA,NA,NA,4,1,20559,3,4
De østlige smykkene fra vikingtid og tidlig middelalder,0,0.21697229286574757,4.860708842176665e-5,7.290778654826252e-17,4.893293847102801e-6,3,NA,NA,NA,NA,4,1,20700,30,4
Sami Viking Age Pastoralism-Or 'The Fur-Trade Paradigm' Reconsidered,0,0.1887141535615171,3.393531080062644e-5,7.290778654826252e-17,4.009895888920338e-8,1,NA,NA,NA,NA,4,1,17953,19,4
"Stallo""-boplassene : spor etter de farste fjellsamer? institutet for sammenlignende kulturforskning",0,0.47368421052631576,2.9016785514987814e-5,7.290778654826252e-17,6.436036395199475e-7,1,NA,NA,NA,NA,5,1,12815,3,5
Stallo'-boplassene. spor etter de første fjellsamer? instituttet for sammenlignende kulturforskning,0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,NA,NA,NA,NA,4,1,16528,30,4
Barbarians' of the north. Reflections on the establishment of courtyard sites in North Norway,0,0.17151960784313725,1.0303309239448589e-4,7.290778654826252e-17,1.935834822627526e-7,2,NA,NA,NA,NA,4,1,21418,30,4
Reflections on the establishment of courtyard sites in North Norway,0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,NA,NA,NA,NA,4,1,16527,30,4
Tunanleggenes Rolle I Nordnorsk Jernalder,0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,NA,NA,NA,NA,4,1,16526,30,4
Tunanleggens rolle i nordnorsk järnålder,0,0.17080790822553088,9.243860750882123e-5,7.290778654826252e-17,1.0689313223778565e-7,1,NA,NA,NA,NA,4,1,21417,30,4
Hålogaland før rikssamlingen. politiske prosesser i perioden 200-900 e,0,0.3677685950413223,3.470501672979564e-5,7.290778654826252e-17,1.8810324665704624e-5,2,NA,NA,NA,NA,4,1,16587,30,4
Ha ˚logaland før Rikssamlingen,0,0.18503462812405902,3.938255999804064e-5,7.290778654826252e-17,9.657016671910805e-8,1,NA,NA,NA,NA,4,1,20558,3,4
Instituttet for sammenlignende kulturforskning (The Institute for Comparative Research in Human Culture),0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,NA,NA,NA,NA,4,1,16525,30,4
Ohthere and His World -a Contemporary,0,0.6666666666666666,2.634142923132751e-5,7.290778654826252e-17,8.373248024977626e-8,1,NA,NA,NA,NA,5,1,7796,33,5
Ohthere's Voyages: A Late 9th-Century Account of Voyages along the Coasts of Norway and Denmark and its Cultural Context. Roskilde: Viking Ships Museum,0,0.22042139384116693,2.945027584751235e-5,7.290778654826252e-17,8.429830011367772e-6,1,NA,NA,NA,NA,4,1,18655,10,4
Ohthere and his World: A Contemporary Perspective,0,0.1909814323607427,2.7998906698806295e-5,7.290778654826252e-17,4.8940828273121096e-06,1,NA,NA,NA,NA,4,1,16458,16,4
"Ohthere and His World -A Contemporary Perspective' , in Ohthere's Voyages: A Late 9th-Century Account of Voyages along the Coasts of Norway and Denmark and its Cultural Context",0,0.2574102964118565,2.793195264065028e-5,7.290778654826252e-17,8.877509458028562e-6,1,NA,NA,NA,NA,4,1,17715,27,4
Court Sites of Artic Norway: Remains of Thing Sites and Representations of Political Consolidation Processes in the Northern Germanic World During the First Millennium AD,0,0.17080790822553088,9.243860750882123e-5,7.290778654826252e-17,1.0689313223778565e-7,1,NA,NA,NA,NA,4,1,21416,30,4
The Medieval Icelandic Annals,0,0.34894613583138173,2.9832736548825516e-5,7.290778654826252e-17,3.048083114556979e-7,1,NA,NA,NA,NA,4,1,16012,20,4
Festschr. K. Reindel,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,240,4,3
Islandske Annaler Indtil 1578,0,0.2285851780558229,4.372450238159986e-5,7.290778654826252e-17,3.149200488862443e-6,2,NA,NA,NA,NA,4,1,18192,3,4
Sigurd Ranessøns process. Þingasaga milli Sigurðar konungs ok Eysteins konungs. Kristianaia,0,0.25872093023255816,3.3356575385839645e-5,7.290778654826252e-17,8.669035002496696e-8,1,NA,NA,NA,NA,4,1,16586,30,4
Norges gamle Love indtil 1387,0,0.2111131898971001,1.920611687856389e-4,7.290778654826252e-17,8.945823795224366e-6,3,NA,NA,NA,NA,4,1,22797,2,4
"Supplementum til foregaaende Bind og Facsimiler samt Glossarium med Registre, Norges Gamle Love Indtil 1387",0,0.19808306709265175,1.087246469422574e-4,7.290778654826252e-17,1.5948810649439849e-6,1,NA,NA,NA,NA,4,1,22796,2,4
Site I Is Located Close to What Is Considered as One of Norway's Largest Estates During the Viking Period and Middle Ages. This Case Study Is Interesting as It Shows that a Large Building Burned Down,0,0.3860759493670886,3.54732714219429e-5,7.290778654826252e-17,6.938612742028093e-8,1,NA,NA,NA,NA,4,1,13591,33,4
"Carolingian connections: Anglo-Saxon England and Carolingian Francia, c. 750-870",0,0.23267326732673269,2.936380890767927e-5,7.290778654826252e-17,4.4749347355600315e-6,1,NA,NA,NA,NA,4,1,17814,27,4
