name,betweenness,closeness,pagerank,hub,authority,in_degree,title,year,generation,entry_type,cluster_kmeans.x,component_weak,component_strong,community_leiden,cluster_kmeans.y
Micromorphology and Plant Macrofossil Analysis of Cattle Dung From the Neolithic Lake Shore Settlement of Arbon Bleiche 3,0,NA,2.2762090500174994e-5,1.0119346295829456e-5,0,0,NA,NA,NA,NA,6,1,13436,45,6
Till Gunborg -Arkeologiska samtal,0,NA,2.2762090500174994e-5,3.9909103273618984e-15,0,0,NA,NA,NA,NA,6,1,13435,10,6
Les pays du nord et byzance. actes du colloque nordique et international de byzantinologie tenu à upsal 20-22 avril 1979,0,NA,2.2762090500174994e-5,1.520164211946553e-5,0,0,NA,NA,NA,NA,6,1,13434,43,6
Falconry as a Motif in Early Swedeish Art,0,NA,2.2762090500174994e-5,1.0466197134494743e-4,0,0,NA,NA,NA,NA,6,1,13433,7,6
"ANNE-SOFIE GRÄSLUND, The Burial Customs. A Study of the Graves on Björkö, Birka IV (Birka Untersuchungen und Studien) Stockholm 1980, S. 85; STAECKER, Rex regum et dominus dominorum",0,NA,2.2762090500174994e-5,0.00128256261434088,0,0,NA,NA,NA,NA,6,1,13432,42,6
Money and Modernity: State and Local Currencies in Melanesia,0,NA,2.2762090500174994e-5,4.385344323678234e-5,0,0,NA,NA,NA,NA,6,1,13431,29,6
Reykjavík: Society of Icelandic Archaeologists,0,NA,2.2762090500174994e-5,0.0013584809361698493,0,0,NA,NA,NA,NA,6,1,13430,30,6
"Kitāb al-masālik wa-l-mamālik d' Abu 'Ubaid al-Bakrī / Ed. critique avec introd. et indices par A. P. van Leeuwen, A. Ferre",0,NA,2.2762090500174994e-5,0.028167222350416594,0,0,NA,NA,NA,NA,6,1,13429,57,6
albarede2011,0,NA,2.2762090500174994e-5,1.4678323138592167e-4,0,0,,2011,F2,incollection,6,1,13428,22,6
"They Dined on Crane: Bird Consumption, Wild Fowling and Status in Medieval England",0,NA,2.2762090500174994e-5,2.08605620238429e-6,0,0,NA,NA,NA,NA,6,1,13427,19,6
Alternate Fortunes? the Role of Domestic Ducks and Geese From Roman to Medieval Times in Britain,0,NA,2.2762090500174994e-5,2.0860562023851632e-6,0,0,NA,NA,NA,NA,6,1,13426,19,6
Treasure hunters: the new heroes of national heritage. The Times,0,NA,2.2762090500174994e-5,3.462497674372967e-5,0,0,NA,NA,NA,NA,6,1,13425,38,6
Emergence of Scaling in Random Networks,0,NA,2.2762090500174994e-5,0.005557206034418802,0,0,NA,NA,NA,NA,6,1,13424,16,6
ʻemergence of scaling in random networksʼ,0,NA,2.2762090500174994e-5,0.002697476796479605,0,0,NA,NA,NA,NA,6,1,13423,28,6
Attack and Error Tolerance of Complex Networks,0,NA,2.2762090500174994e-5,2.2653210275328948e-4,0,0,NA,NA,NA,NA,6,1,13422,16,6
Introduction. Special Section: Animating Archaeology: Of Subjects Objects and Alternative Ontologies,0,NA,2.2762090500174994e-5,2.074161251506412e-5,0,0,NA,NA,NA,NA,6,1,13421,7,6
"Gender, Feminist, and Queer Archaeologies: USA Perspective",0,NA,2.2762090500174994e-5,1.1429713051230755e-14,0,0,NA,NA,NA,NA,6,1,13350,23,6
"A Matter of Difference: Karen Barad, Ontology and Archaeological Bodies",0,NA,2.2762090500174994e-5,5.230261713504384e-6,0,0,NA,NA,NA,NA,6,1,13349,32,6
Archaeologies of Risk and Wonder,0,NA,2.2762090500174994e-5,1.0945554838536377e-5,0,0,NA,NA,NA,NA,6,1,13348,15,6
Apoteker Helweg Mikkelsens Samling,0,NA,2.2762090500174994e-5,0.003199545566893408,0,0,NA,NA,NA,NA,6,1,13347,48,6
Ein Gräberfeld der jüngeren Eisenzeit auf Funen,0,NA,2.2762090500174994e-5,0.0017675838885539107,0,0,NA,NA,NA,NA,6,1,13346,42,6
albrectsen1951,0,NA,2.2762090500174994e-5,0.001767583888553918,0,0,,1951,F2,misc,6,1,13345,42,6
Vikingetidens Odense,0,NA,2.2762090500174994e-5,0.0031995455668934088,0,0,NA,NA,NA,NA,6,1,13344,48,6
Vikingerne i Franken -Skriftlige kilder fra det 9,0,NA,2.2762090500174994e-5,1.2028500445228537e-5,0,0,NA,NA,NA,NA,6,1,13343,34,6
AElnoths Krønike. Oversat og kommenteret af Erling Albrectsen. Efterskrift af Preben Meulengracht Sørensen,0,NA,2.2762090500174994e-5,0.003199545566893412,0,0,NA,NA,NA,NA,6,1,13342,48,6
Harald Blatand og Danmark,0,NA,2.2762090500174994e-5,6.89811433943811e-5,0,0,NA,NA,NA,NA,6,1,13341,11,6
The Use of the Saeter in Medieval Norse Farming in Greenland,0,NA,2.2762090500174994e-5,1.4653977488818539e-5,0,0,NA,NA,NA,NA,6,1,13293,20,6
The Use of Saeter in Norse Medieval Greenland,0,NA,2.2762090500174994e-5,9.356226361463167e-6,0,0,NA,NA,NA,NA,6,1,13292,20,6
"Hvad landevejen gemte ~ en gravplads fra vikingetid ved bakkendrup, sjelland",0,NA,2.2762090500174994e-5,3.119441349911705e-6,0,0,NA,NA,NA,NA,6,1,13291,26,6
Vikingetidsgravpladsen ved Bakkendrup. Tissø og Åmoserne. Kulturhistorie og natur. Årbog for kulturhistorien i Holbaek Amt,0,NA,2.2762090500174994e-5,0.001767583888553921,0,0,NA,NA,NA,NA,6,1,13290,42,6
Fact box,0,NA,2.2762090500174994e-5,3.1194413499152196e-6,0,0,NA,NA,NA,NA,6,1,13289,26,6
Fact box,0,NA,2.2762090500174994e-5,3.1194413499152196e-6,0,0,NA,NA,NA,NA,6,1,13288,26,6
Fact box,0,NA,2.2762090500174994e-5,3.11944134991338e-6,0,0,NA,NA,NA,NA,6,1,13289,26,6
Fact box,0,NA,2.2762090500174994e-5,3.11944134991338e-6,0,0,NA,NA,NA,NA,6,1,13288,26,6
"Stednavne, bebyggelseshistorie og landskabsopfattelse omkring den aristokratiske residens ved tissø",0,NA,2.2762090500174994e-5,6.0078160906613855e-15,0,0,NA,NA,NA,NA,6,1,13219,48,6
"Dinas Powys: An Iron Age, Dark Age and Early Medieval Settlement in Glamorgan",0,NA,2.2762090500174994e-5,1.591609232192408e-4,0,0,NA,NA,NA,NA,6,1,13218,29,6
Image and icon in Pictish sculpture,0,NA,2.2762090500174994e-5,4.507286397804771e-5,0,0,NA,NA,NA,NA,6,1,13217,14,6
Focus on the Concepts of 'inscribed' and 'embodied Memory',0,NA,2.2762090500174994e-5,7.207105752706313e-6,0,0,NA,NA,NA,NA,6,1,13191,7,6
How Heat Alters Underlying Deposits and Implications for Archaeological Fire Features: A Controlled Experiment,0,NA,2.2762090500174994e-5,3.8054506630646e-5,0,0,NA,NA,NA,NA,6,1,13190,45,6
The Plant Remains,0,NA,2.2762090500174994e-5,1.3039914326993453e-4,0,0,NA,NA,NA,NA,6,1,13189,14,6
Environmental Change and Anthropogenic Impact on Lake Sediments during the Holocene in the Finnish-Karelian Inland Area,0,NA,2.2762090500174994e-5,1.331047471735829e-4,0,0,NA,NA,NA,NA,6,1,13188,54,6
"Maritime Landscape in Change: Archaeological, Historical, Palaeoecological and Geological Studies on Western Uusimaa. Iskos 19",0,NA,2.2762090500174994e-5,1.3310474717358672e-4,0,0,NA,NA,NA,NA,6,1,13187,54,6
From Forest to a Farmland. Palaeoenvironmental Reconstruction of the Colonization of Western Uusimaa,0,NA,2.2762090500174994e-5,1.085443712170547e-4,0,0,NA,NA,NA,NA,6,1,13186,54,6
"AUD. Arkaologiske udgravninger i Danmark. Det Arkeologiske Navn (Copenhagen). Baastrup 2007. Maria Panum Baastrup, Vikingetidens og den tidlige middelaldets emaljefibler fra Sydvestjylland. By, mark og geesr",0,NA,2.2762090500174994e-5,3.1194413499143552e-6,0,0,NA,NA,NA,NA,6,1,13185,26,6
Public Goods and Ethnic Divisions,0,NA,2.2762090500174994e-5,2.0339630115486326e-4,0,0,NA,NA,NA,NA,6,1,13184,13,6
Grave from Cambois,0,NA,2.2762090500174994e-5,1.1906743337056876e-4,0,0,NA,NA,NA,NA,6,1,13183,29,6
Fast Model-Based Estimation of Ancestry in Unrelated Individuals,0,NA,2.2762090500174994e-5,0.0015025912749764452,0,0,NA,NA,NA,NA,6,1,13182,29,6
A Viking Age Grave from Cambois,0,NA,2.2762090500174994e-5,1.1906743337056878e-4,0,0,NA,NA,NA,NA,6,1,13181,29,6
Aspects of teeth from archaeologic sites in Sweden and Denmark,0,NA,2.2762090500174994e-5,1.9188414081713882e-6,0,0,NA,NA,NA,NA,6,1,13180,19,6
Hvad taender kan fortaelle om de første nordboere,0,NA,2.2762090500174994e-5,2.7925729419288867e-8,0,0,NA,NA,NA,NA,6,1,13179,20,6
Le Climat au Moyen Age en Belgique et dans les régions voisines,0,NA,2.2762090500174994e-5,1.3128257824634806e-5,0,0,NA,NA,NA,NA,6,1,13178,20,6
"Le climat en europe au moyen age, contribution à l'histoire des variations climatiques de 1000 à 1425, d'après les sources narratives de l",0,NA,2.2762090500174994e-5,1.3128257824630452e-5,0,0,NA,NA,NA,NA,6,1,13177,20,6
Massenspektrometrische Analysen von Specksteinfunden aus Haithabu und wikingerzeitlichen Specksteinbrüche in Skandinavien,0,NA,2.2762090500174994e-5,6.638934695481713e-15,0,0,NA,NA,NA,NA,6,1,13157,17,6
alkarp2009,0,NA,2.2762090500174994e-5,1.1339445519278471e-5,0,0,,2009,F2,article,6,1,13156,33,6
A History of Vendel Period Archaeology. Observations on the Relationship Between Written Sources and Archaeological Interpretations,0,NA,2.2762090500174994e-5,1.0189377070840738e-4,0,0,NA,NA,NA,NA,6,1,13155,39,6
The Story of Bedouin-Arab Women in a Polygamous Marriage,0,NA,2.2762090500174994e-5,0.0017522810101422098,0,0,NA,NA,NA,NA,6,1,13154,13,6
Wife Abuse among Polygamous and Monogamous Bedouin Arab Families,0,NA,2.2762090500174994e-5,0.0017522810101421981,0,0,NA,NA,NA,NA,6,1,13153,13,6
Linking violence to culture: A study of battered women in the West Bank and Gaza Strip,0,NA,2.2762090500174994e-5,0.001752281010142206,0,0,NA,NA,NA,NA,6,1,13152,13,6
he maritime cultural landscape of Viking and Late Norse Orkney,0,NA,2.2762090500174994e-5,7.198297621748719e-6,0,0,NA,NA,NA,NA,6,1,13151,7,6
Population Genomics of Bronze Age Eurasia,0,NA,2.2762090500174994e-5,1.0887910642928197e-4,0,0,NA,NA,NA,NA,6,1,13150,47,6
allentoft2015a,0,NA,2.2762090500174994e-5,1.6234803822955685e-6,0,0,,2015,F2,incollection,6,1,13149,47,6
allentoft2015c,0,NA,2.2762090500174994e-5,1.2596820641233722e-6,0,0,,2015,F2,article,6,1,13148,47,6
allentoft2015e,0,NA,2.2762090500174994e-5,2.181716585457226e-5,0,0,,2015,F2,incollection,6,1,13147,34,6
Fornsigtuna. En kungsgårds historia,0,NA,2.2762090500174994e-5,2.104949488491128e-5,0,0,NA,NA,NA,NA,6,1,13146,30,6
allerstav1991a,0,NA,2.2762090500174994e-5,9.476552792888257e-5,0,0,,1991,F2,article,6,1,13145,58,6
The Secret Life of Sarongs: Manggarai Textiles as Super-Skins,0,NA,2.2762090500174994e-5,4.7935978153849355e-5,0,0,NA,NA,NA,NA,6,1,13079,15,6
Bird Bones,0,NA,2.2762090500174994e-5,1.3039914326993464e-4,0,0,NA,NA,NA,NA,6,1,13078,14,6
The Salme I ship burial: an osteological view of a unique burial in Northern Europe,0,NA,2.2762090500174994e-5,2.953339934523338e-4,0,0,NA,NA,NA,NA,6,1,13077,40,6
"Human bones in Salme I boat-grave, the island of Saaremaa Estonia",0,NA,2.2762090500174994e-5,1.311094484089121e-4,0,0,NA,NA,NA,NA,6,1,13076,34,6
"Human bones in Salme I boat-grave, the island of Saaremaa",0,NA,2.2762090500174994e-5,1.158761020261405e-4,0,0,NA,NA,NA,NA,6,1,13075,34,6
2004: Norwegian Agricultural History,0,NA,2.2762090500174994e-5,0.0013215405467394334,0,0,NA,NA,NA,NA,6,1,13074,18,6
Die Ältere Eisenzeit Gotlands. Stockholm: Haeggströms boktryckeri A,0,NA,2.2762090500174994e-5,5.624091470245542e-6,0,0,NA,NA,NA,NA,6,1,13073,7,6
En egendomlig båtgraf vid Ulltuna,0,NA,2.2762090500174994e-5,1.2927424590892318e-4,0,0,NA,NA,NA,NA,6,1,13072,58,6
Vikingatidens grafskick i verkligheten och i den fornnordiska litteraturen. nordiska studier tillegnande adolf noreen,0,NA,2.2762090500174994e-5,0.0029549766366502948,0,0,NA,NA,NA,NA,6,1,13071,42,6
"Kung Björns hög"" och andra fornlämningar vid Håga, på föranstaltande af H.K.H. Prins Gustaf Adolf undersökta 1902-03",0,NA,2.2762090500174994e-5,0.002883050571355899,0,0,NA,NA,NA,NA,6,1,13070,22,6
Bronsnycklar och djurornamentik vid övergången från vendeltid till vikingatid,0,NA,2.2762090500174994e-5,0.003032468971691028,0,0,NA,NA,NA,NA,6,1,13069,23,6
Bronsnycklar och djurornamentik vid övergången rån vendeltid til vikingatid,0,NA,2.2762090500174994e-5,0.002469954124738987,0,0,NA,NA,NA,NA,6,1,13068,22,6
A Study of the Dome Brooches of Vendel Period Scandinavia and Transitional Types,0,NA,2.2762090500174994e-5,0.005410596309939373,0,0,NA,NA,NA,NA,6,1,13067,22,6
almgren1967,0,NA,2.2762090500174994e-5,3.293920574272519e-5,0,0,,1967,F2,misc,6,1,13066,5,6
almgren1967a,0,NA,2.2762090500174994e-5,1.8740572847579505e-6,0,0,,1967,F2,misc,6,1,13043,59,6
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,13042,60,6
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,17427,60,4
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,15699,10,5
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,17419,60,4
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,21815,13,4
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,18712,11,4
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,22233,59,4
The Vikings,0,NA,2.2762090500174994e-5,4.471317542541565e-5,0,0,NA,NA,NA,NA,6,1,22605,11,4
almgren1967c,0,NA,2.2762090500174994e-5,0.001596130262359406,0,0,,1967,F2,misc,6,1,13041,59,6
almkshbnd,0,NA,2.2762090500174994e-5,4.585324088703538e-7,0,0,,,F2,misc,6,1,13040,61,6
Norrön niddiktning: traditionshistoriska studier i versmagi. 1. nid mot furstar,0,NA,2.2762090500174994e-5,3.1379522082260886e-4,0,0,NA,NA,NA,NA,6,1,13039,13,6
Of norrön niddiktning: traditionshistoriska studier i versmagi,0,NA,2.2762090500174994e-5,3.6051370924808373e-4,0,0,NA,NA,NA,NA,6,1,13038,13,6
:1-2. nid mot missionärer. senmedeltida nidtraditioner,0,NA,2.2762090500174994e-5,3.1379522082260793e-4,0,0,NA,NA,NA,NA,6,1,13037,13,6
almqvist1976,0,NA,2.2762090500174994e-5,3.5892454611854044e-6,0,0,,1976,F2,book,6,1,13002,14,6
Ein mittelalterlicher Blei-/Silbergewinnungsplatz bei Clausthal-Zellerfeld im Oberharz. Materialhefte zur Ur-und Frühgeschichte Niederschsens 32,0,NA,2.2762090500174994e-5,1.854815280789956e-6,0,0,NA,NA,NA,NA,6,1,12932,27,6
Brief Communication: The London Atlas of Human Tooth Development and Eruption,0,NA,2.2762090500174994e-5,1.8458732738377227e-4,0,0,NA,NA,NA,NA,6,1,12931,34,6
Highly Discrepant Proportions of Female and Male Scandinavian and British Isles Ancestry Within the Isolated Population of the Faroe Islands,0,NA,2.2762090500174994e-5,1.3281234014774187e-4,0,0,NA,NA,NA,NA,6,1,12930,14,6
Changes in food consumption during the period of urbanization in northern central europe. an archaeobotanical approach,0,NA,2.2762090500174994e-5,0.0014026905198915075,0,0,NA,NA,NA,NA,6,1,12929,49,6
Arkeologi och miljögeologi i Gamla Uppsala,0,NA,2.2762090500174994e-5,1.1339445519276996e-5,0,0,NA,NA,NA,NA,6,1,12928,33,6
Ljungkvist et al. 2000. -Göthberg,0,NA,2.2762090500174994e-5,6.21241509194532e-5,0,0,NA,NA,NA,NA,6,1,12927,18,6
alstrom1996a,0,NA,2.2762090500174994e-5,6.212415091945322e-5,0,0,,1996,F2,misc,6,1,12926,18,6
alstrom1996b,0,NA,2.2762090500174994e-5,6.212415091945177e-5,0,0,,1996,F2,misc,6,1,12925,18,6
alstrom1996c,0,NA,2.2762090500174994e-5,6.212415091945277e-5,0,0,,1996,F2,misc,6,1,12924,18,6
"U. Alström / W. Duczko, Norra gärdet. Utgrävningar 1993-1994",0,NA,2.2762090500174994e-5,6.21241509194537e-5,0,0,NA,NA,NA,NA,6,1,12923,18,6
"Badelundastudier. Förundersökning, RAÄ 431, Badelunda socken. Rapport 2005:A36. Kulturmiljöavdelningen, Västmanlands läns museum",0,NA,2.2762090500174994e-5,2.1049494884911003e-5,0,0,NA,NA,NA,NA,6,1,12922,30,6
Artificial Modifications of Human Teeth,0,NA,2.2762090500174994e-5,0.001532361130574438,0,0,NA,NA,NA,NA,6,1,12921,42,6
Die gotländischen Bildsteine: Ein Programm. Göppinger Arbeiten zur Germanistik 588,0,NA,2.2762090500174994e-5,1.2842022503992373e-4,0,0,NA,NA,NA,NA,6,1,12920,43,6
althaus1993a,0,NA,2.2762090500174994e-5,1.1321858292045797e-4,0,0,,1993,F2,misc,6,1,12919,43,6
althaus1993c,0,NA,2.2762090500174994e-5,1.1321858292045926e-4,0,0,,1993,F2,misc,6,1,12918,43,6
Saxony and the Elbe Slavs in the tenth century,0,NA,2.2762090500174994e-5,6.898114339437956e-5,0,0,NA,NA,NA,NA,6,1,12917,11,6
althoff1999a,0,NA,2.2762090500174994e-5,6.898114339437852e-5,0,0,,1999,F2,misc,6,1,12916,11,6
Njads saga. H. Alving (transl.),0,NA,2.2762090500174994e-5,1.2875767628972812e-5,0,0,NA,NA,NA,NA,6,1,12915,32,6
Njal3 Saga,0,NA,2.2762090500174994e-5,1.287576762897364e-5,0,0,NA,NA,NA,NA,6,1,12914,32,6
Bone Nitrogen Isotope Composition and Climate,0,NA,2.2762090500174994e-5,1.9839458935557926e-5,0,0,NA,NA,NA,NA,6,1,12913,34,6
Preparation and Characterization of Bone and Tooth Collagen for Isotopic Analysis,0,NA,2.2762090500174994e-5,1.5074780971764917e-4,0,0,NA,NA,NA,NA,6,1,12912,34,6
"Effects of Diet, Climate and Physiology on Nitrogen Isotope Abundances in Terrestrial Foodwebs",0,NA,2.2762090500174994e-5,1.9839458935555938e-5,0,0,NA,NA,NA,NA,6,1,12911,34,6
Experimental Evidence for the Relationship of the Carbon Isotope Ratios of Whole Diet and Dietary Protein to Those of Bone Collagen and Carbonate,0,NA,2.2762090500174994e-5,8.582966156937447e-5,0,0,NA,NA,NA,NA,6,1,12842,34,6
Isotopic Analysis of Paleodiets: Methodological and Interpretive Considerations,0,NA,2.2762090500174994e-5,1.0602983764204035e-5,0,0,NA,NA,NA,NA,6,1,12841,34,6
Isotopic Analysis of Paleodietsmethodological and Interpretive Considerations,0,NA,2.2762090500174994e-5,9.531854123476442e-5,0,0,NA,NA,NA,NA,6,1,12840,34,6
Experimental Evidence for the Relationship of Carbon Isotope Ratios of Whole Diet and Dietary Protein to Those of Bone Collagen and Carbonate,0,NA,2.2762090500174994e-5,4.321635543909333e-5,0,0,NA,NA,NA,NA,6,1,12839,34,6
Isotopic Analysis of Paleodiets: Methodological and Interpretative Considerations,0,NA,2.2762090500174994e-5,1.2737091321410988e-4,0,0,NA,NA,NA,NA,6,1,12838,34,6
Isotopic Composition of Dietary Protein and Energy Versus Bone Collagen and Apatite: Purified Diet Growth Experiments,0,NA,2.2762090500174994e-5,1.6082642105104e-4,0,0,NA,NA,NA,NA,6,1,12837,34,6
"Stable isotope analysis of human diet in the Marianas archipelago, Western Pacific",0,NA,2.2762090500174994e-5,2.3376896503542238e-5,0,0,NA,NA,NA,NA,6,1,12836,34,6
"Stable isotopic analysis of human diet in the Mariana Archipelago, western Pacific",0,NA,2.2762090500174994e-5,1.6082642105104267e-4,0,0,NA,NA,NA,NA,6,1,12835,34,6
-1960,0,NA,2.2762090500174994e-5,0.0028830505713558956,0,0,NA,NA,NA,NA,6,1,12834,22,6
A Study of the Dome Oblique Brooches of Vendel Period Scandinavia and Transitional Types,0,NA,2.2762090500174994e-5,0.002883050571355895,0,0,NA,NA,NA,NA,6,1,12833,22,6
ambrosiani1957,0,NA,2.2762090500174994e-5,1.4688025784547105e-4,0,0,,1957,F2,misc,6,1,12832,58,6
Fornlämningar och bebyggelse,0,NA,2.2762090500174994e-5,0.0015249915793674007,0,0,NA,NA,NA,NA,6,1,12831,32,6
Vendeltid eller vikingatid? Fornvännen 63,0,NA,2.2762090500174994e-5,0.0028830505713558978,0,0,NA,NA,NA,NA,6,1,12830,22,6
Vor-und Frühformen der europäischen Stadt im Mittelalter. Bericht über ein Symposium in Reinhausen bei Göttingen in der Zeit vom 18. bis 24,0,NA,2.2762090500174994e-5,0.0024793533872258856,0,0,NA,NA,NA,NA,6,1,12829,58,6
Birka. Svarta jordens hamnområde. Arkeologisk undersökning 1970-1971 (Riksantikvarieämbetet Rapport C1),0,NA,2.2762090500174994e-5,0.005583468711073833,0,0,NA,NA,NA,NA,6,1,12828,58,6
Birka. Svarta jordens hamnområde. Arkeologisk undersökning 1970-1971,0,NA,2.2762090500174994e-5,1.4688025784547005e-4,0,0,NA,NA,NA,NA,6,1,12827,58,6
"Viking Age Combs, Comb Making and Comb Makers in the Light of Finds from Birka and Ribe",0,NA,2.2762090500174994e-5,0.0028649801355548105,0,0,NA,NA,NA,NA,6,1,12826,16,6
ambrosiani1981a,0,NA,2.2762090500174994e-5,5.532953742415463e-6,0,0,,1981,F2,article,6,1,12825,38,6
Mälarstäderna och landhöjning- en,0,NA,2.2762090500174994e-5,1.2352053349940143e-4,0,0,NA,NA,NA,NA,6,1,12824,58,6
Gravfilt i fangstmarken: undersékningarna av gravfalten pa smalndset och kranlondrtenhégen,0,NA,2.2762090500174994e-5,4.797162261055534e-6,0,0,NA,NA,NA,NA,6,1,12810,3,6
Gravfält i fångstmarken. Un-dersökningar av gravfälten på Smalnäset och Krankmårtenhögen,0,NA,2.2762090500174994e-5,9.585442111784666e-5,0,0,NA,NA,NA,NA,6,1,12809,19,6
Aristocratic Graves and Manors in Early Medieval Sweden,0,NA,2.2762090500174994e-5,1.734004046116491e-5,0,0,NA,NA,NA,NA,6,1,12808,38,6
Jetties in Birka and Stockholm and the chang- ing water levels in the Mälaren area,0,NA,2.2762090500174994e-5,1.235205334994022e-4,0,0,NA,NA,NA,NA,6,1,12807,58,6
"Birka. Svenska kulturminnen 2, Riksantikvarieämbetet. Stockholm",0,NA,2.2762090500174994e-5,1.8740572847608791e-6,0,0,NA,NA,NA,NA,6,1,12806,59,6
Beads of Glass and Semi-Precious Stone,0,NA,2.2762090500174994e-5,5.65006958469658e-6,0,0,NA,NA,NA,NA,6,1,12780,2,6
Den svarta jorden i birka -en nyckel till förståelsen av stad och omland under vikingatiden,0,NA,2.2762090500174994e-5,1.468802578454693e-4,0,0,NA,NA,NA,NA,6,1,12779,58,6
ambrosiani1991,0,NA,2.2762090500174994e-5,1.4423969514922598e-6,0,0,,1991,F2,article,6,1,12756,1,6
ambrosiani1991b,0,NA,2.2762090500174994e-5,0.0015961302623594027,0,0,,1991,F2,article,6,1,12755,59,6
ambrosiani1992,0,NA,2.2762090500174994e-5,6.150373118403801e-7,0,0,,1992,F2,article,6,1,12754,22,6
What is Birka?,0,NA,2.2762090500174994e-5,5.7762228893968294e-5,0,0,NA,NA,NA,NA,6,1,12753,45,6
ambrosiani1992b,0,NA,2.2762090500174994e-5,1.235205334994019e-4,0,0,,1992,F2,incollection,6,1,12752,58,6
Jakten på Svarta jordens hemligheter har börjat! Birka Vikingastaden 1,0,NA,2.2762090500174994e-5,2.5279477940832914e-4,0,0,NA,NA,NA,NA,6,1,12751,58,6
Birka Studies,0,NA,2.2762090500174994e-5,0.0070605727093712555,0,0,NA,NA,NA,NA,6,1,12750,22,6
Black Earth excavation of 1990-95,0,NA,2.2762090500174994e-5,1.2352053349940127e-4,0,0,NA,NA,NA,NA,6,1,12749,58,6
