Timestamp,ID,cite_key,Authors' Genders [Author 1],Authors' Genders [Author 2],Authors' Genders [Author 3],Authors' Genders [Author 4],Authors' Genders [Author 5],Authors' Genders [Author 6],Authors' Genders [Author 7],Authors' Genders [Author 8],Authors' Genders [Author 9],Authors' Genders [Author 10],Authors' Genders [Author 11],Authors' Genders [Author 12],Authors' Genders [Author 13],Authors' Genders [Author 14],Authors' Genders [Author 15],Authors' Genders [Author 16],Authors' Genders [Author 17],Topics [Trade],Topics [Diaspora],Topics [Gender],Topics [Identity],Topics [Violence],Topics [Ethnicity],Topics [Enslaved],Topics [Power],Topics [Worldviews],Topics [Personhood],Topics [Environment],Topics [The Viking ship],Topics [Rituals],Topics [Memory],Topics [Craft],Topics [Outfield resources],Topics [Hunting],Sources of Evidence [Graves and monuments],Sources of Evidence [Hoards],Sources of Evidence [Settlements],Sources of Evidence [Emporia],"Sources of Evidence [Other structures, sites of production or pit systems]",Sources of Evidence [Portable artefacts],Sources of Evidence [Human biological remains],Sources of Evidence [Non-anthropogenic materials],Sources of Evidence [Stray finds],Methods [aDNA],Methods [Biological analyses],Methods [Palaeoenvironment reconstruction],Methods [Stable isotope analysis],Methods [Absolute dating],Methods [Geophysical analyses],Methods [Geochemical analyses],Methods [Spatial analysis],Methods [Artefact analysis],Methods [Literary analysis and epigraphy],Methods [Quantitative or statistical methods],Methods [Discourse analysis],Region,Comments,Topics [Heritage],Sources of Evidence [Written sources],Methods [Relative dating],Sources of Evidence [Ethnographic sources]
2026-02-28 11:32:55,Lia2004,lia2004,Man,,,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,,Secondary,Secondary,Primary,Primary,Primary,Secondary,Primary,,,,,Primary,,,Secondary,,Primary,Primary,Secondary,,,Primary,,,,,,Primary,Primary,,Secondary,Secondary,"Kaupang, Oseberg",,,,,Secondary
2026-02-28 11:42:33,GräslundPrice2012,graslund2012,Man,Man,,,,,,,,,,,,,,,,,Primary,,,,,,Primary,Primary,,Primary,,,Primary,,,,Secondary,,Primary,,,,,Primary,,,,Primary,,Primary,,,,,Primary,Primary,Secondary,"Scandinavia, the North",,,Primary,,Secondary
2026-02-28 09:25:54,ArwillNordbladh2008,arwill-nordbladh2008,Woman,,,,,,,,,,,,,,,,,,,Primary,Primary,,,,,Primary,Primary,Primary,,Primary,Primary,,,,Primary,,,,,Primary,Primary,,,Primary,,,,,,,Primary,Primary,Primary,,,"Östergötland, Rök, Aska",,,,Secondary,
2026-02-28 10:28:23,Andrén2002,andren2002,Man,,,,,,,,,,,,,,,,,,,,Secondary,,,,Primary,Primary,,Primary,,Primary,Primary,,,,Primary,Secondary,Primary,,Primary,Secondary,,,,,,,,,,,Primary,,Primary,,,Norden,,,Primary,,
2026-06-29 07:39:09,Hedeager2003,hedeager2003,Woman,,,,,,,,,,,,,,,,,,,,,,,,Primary,Primary,,Primary,,Primary,,,,,Secondary,Primary,Secondary,,,Primary,,Primary,,,,Secondary,,,,,Primary,Secondary,Secondary,Primary,Secondary,South Scandinavia,,,Secondary,Primary,
2026-06-29 08:03:58,Artelius2004,artelius2004,Man,,,,,,,,,,,,,,,,,,,,,,,,,Primary,,Primary,,Primary,Primary,,,,Primary,,Secondary,,,,,,,,,,,Secondary,,,Primary,,Secondary,Secondary,,"Västergötland, West Sweden, Scandinavia",,,Secondary,Secondary,
2026-06-29 08:58:59,Barndon2005,barndon2005,Woman,,,,,,,,,,,,,,,,,,,,Primary,,,,,Primary,,Primary,,Secondary,,Primary,Secondary,,,,,,Primary,Secondary,,Primary,,,,,,,,,Primary,,Primary,,,Scandinavia,,,Primary,,Primary
2026-06-30 07:17:24,Hillerdal2009,hillerdal2009,Woman,,,,,,,,,,,,,,,,,Secondary,Secondary,Primary,Primary,Secondary,Primary,,,Secondary,,,,,,Secondary,,,Primary,,Secondary,,,Primary,,,,,,,,,,,Secondary,Secondary,Secondary,,Primary,Russia,,,Secondary,,
2026-06-30 08:14:44,PriceGräslund2015,price2015,Man,Man,,,,,,,,,,,,,,,,,Secondary,,,,,,,Primary,,Primary,,,Primary,,,,Secondary,Secondary,Secondary,,,Secondary,,Primary,,,,Primary,,Primary,,,Secondary,Secondary,Primary,Primary,,Scandinavia,,,Primary,,
2026-02-27 07:27:35,4410,dobat2006,Man,,,,,,,,,,,,,,,,,,,,,Secondary,,,Primary,Primary,Primary,Primary,Secondary,Primary,,Primary,,,Primary,,Secondary,,,Primary,,Primary,,,,,,,,,,Primary,Secondary,,,"Sutton Hoo, Europe",,,Secondary,,Secondary
2026-02-27 07:17:44,4409,rundkvist2010,Man,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,Secondary,,,,Secondary,,Secondary,,,,,Primary,,,Secondary,,Secondary,Secondary,,Primary,,,Secondary,,,,,,,,Primary,Primary,,Primary,,Scandinavia,,,,Primary,
2026-02-27 07:03:49,4408,anderssonstrand2011,Woman,,,,,,,,,,,,,,,,,Primary,Secondary,,Primary,,,,Primary,,,Primary,,,,Primary,,,,,Secondary,Primary,,Primary,,,,,,,,,,,,Primary,,Primary,,"Birka, Hedeby",,,,,
2026-02-27 05:44:23,4401,vesteinsson2012,Man,Man,,,,,,,,,,,,,,,,,Primary,,,,,,Secondary,,,Primary,Secondary,,,,,Secondary,Secondary,,Primary,,Primary,Secondary,,Secondary,Secondary,,,,Secondary,Primary,,,Primary,,Secondary,Primary,,"Iceland, Mývatnssveit",,,Secondary,,Secondary
2026-02-27 05:33:58,4400,ahfeldt2013,Woman,,,,,,,,,,,,,,,,,,,,Secondary,,Secondary,,,Primary,,Primary,,,,Primary,,,Primary,,,,Secondary,,,,,,,,,,,,Primary,Primary,Primary,Secondary,,Gotland,,,,Secondary,
2026-02-27 05:21:13,4399,holst2014,Man,,,,,,,,,,,,,,,,,Secondary,,Secondary,Secondary,,,,Primary,Secondary,,Primary,,Secondary,,Secondary,,,Secondary,Secondary,Primary,,,Secondary,,,,,,,,,,,Primary,,Secondary,Primary,Secondary,South Scandinavia,,,Secondary,,
2026-07-03 08:44:22,4397,puskina2017,Woman,Woman,Woman,,,,,,,,,,,,,,,Secondary,,,Secondary,,,,,,,Primary,,Secondary,,Primary,,,Primary,,Primary,,,Primary,,,,,,,,Primary,,,Primary,Secondary,,Primary,,Gnezdovo,German,,,Primary,
2026-02-27 05:02:32,4396,aannestad2018,Woman,,,,,,,,,,,,,,,,,,Secondary,,Secondary,Primary,Secondary,,Primary,Primary,Primary,,,Primary,,,,,Primary,Secondary,,,,Primary,,,,,,,,,,,Primary,Primary,Primary,Primary,,"Norway, Scandinavia",,,Primary,Primary,Secondary
2026-02-27 04:52:50,4395,andren2000,Man,,,,,,,,,,,,,,,,,,,,Secondary,,,,,Primary,Primary,,,,Primary,Primary,,,Primary,,,,,,,,,,,,,,,,,,Primary,,,Scandinavia,,,,,Secondary
2026-02-26 13:58:07,4394,halewood2001,Man,Man,,,,,,,,,,,,,,,,Secondary,Secondary,,Secondary,Secondary,,,,,,Secondary,Secondary,,,,,,,,Secondary,,Secondary,Secondary,,Secondary,,,,,,,,,,,,,Primary,Europe,Primary source of evidence is interviews with tourists visiting heritage sites.,Primary,,,
2026-02-26 13:45:41,4393,bergstol2004,Man,,,,,,,,,,,,,,,,,Secondary,,Secondary,Primary,,Primary,,Secondary,Primary,Secondary,Primary,,Secondary,,,Secondary,Secondary,Primary,,Primary,,Secondary,Secondary,,Secondary,,,,Secondary,,,,,Primary,Secondary,Secondary,,,South Norway,,,Secondary,,Secondary
2026-02-26 13:28:53,4392,lund2004,Woman,,,,,,,,,,,,,,,,,Secondary,Secondary,,Secondary,Secondary,,,,Primary,Secondary,Primary,,Primary,,,,,Secondary,Primary,,,,Primary,,Secondary,,,,,,,,,Primary,Primary,Secondary,Secondary,Secondary,South Scandinavia,,,Secondary,Primary,
2026-02-26 13:10:18,4391,naum2004,Woman,,,,,,,,,,,,,,,,,Secondary,Primary,Secondary,Secondary,Secondary,Primary,Secondary,Secondary,,,Primary,,,,,,,Primary,Primary,Primary,,,Primary,,,Primary,,,,,,,,Primary,Primary,Secondary,,,"Bornholm, Northwest Slavic area",,,Secondary,,
2026-02-26 12:56:53,4390,staecker2004,Man,,,,,,,,,,,,,,,,,,Secondary,,,,,,Secondary,Primary,,,,,Primary,,,,Primary,,,,,,,,,,,,,,,,Secondary,,Primary,,,Gotland,,,Primary,Primary,
2026-02-26 12:15:14,4389,zachrisson2004,Woman,,,,,,,,,,,,,,,,,,,,,,,,Primary,Primary,Primary,Primary,,Secondary,Secondary,,,,Secondary,Primary,,,,Primary,,Primary,,,,,,,,,Primary,Primary,Secondary,,,Södermanland,,,Secondary,Primary,
2026-02-26 11:56:25,4388,artelius2005,Man,Man,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,Primary,,Primary,Primary,,,,Primary,,Secondary,,,Primary,,Primary,,,,,,Primary,,,Primary,Primary,Primary,Secondary,,Västergötland,,,Primary,,Secondary
2026-02-26 09:35:04,4387,lund2005,Woman,,,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,,,,Primary,Primary,Primary,,Secondary,,,,,Primary,Primary,Secondary,,Primary,Primary,Secondary,Secondary,,,Secondary,Secondary,,Primary,,,Primary,Primary,Primary,,,"Scandinavia, Zealand, Scania, British Isles",,,Primary,Primary,
2026-02-26 09:15:51,4386,price2005,Man,,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,,Primary,,Secondary,Primary,,Primary,,Secondary,Secondary,,,,Secondary,,,,,,,,,,,,,,,,,,,,Primary,Scandinavia,Primary source of evidence is modern literature.,Secondary,Secondary,,
2026-02-26 08:59:24,4383,roslund2005,Man,,,,,,,,,,,,,,,,,Secondary,Secondary,,Primary,,Secondary,,Primary,,,Primary,,,,Primary,,,,Secondary,Secondary,Secondary,,Primary,,,,,,,,,,,Primary,Primary,,,Primary,"East Denmark, Scania, Mälaren, Scandinavia, Slavonic ""homelands""",,,,,Secondary
2026-02-26 08:40:24,4382,andren2006,Man,Woman,,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,Secondary,,Primary,Primary,,,,Primary,Primary,,,,Primary,,,,,,,,,,,,,,,,,,Primary,,Secondary,"Scandinavia, Rök",,,,,
2026-02-26 08:26:02,4381,lund2006,Woman,,,,,,,,,,,,,,,,,,,,Secondary,,,,,Primary,Secondary,Primary,,Primary,,Secondary,,,,Primary,,,,Primary,,,,,,,,,,,Primary,Primary,Primary,Secondary,,South Scandinavia,,,Primary,Primary,Secondary
2026-02-26 08:09:04,4380,lundborg2006,Woman,,,,,,,,,,,,,,,,,Secondary,,,,Secondary,,,,Primary,Primary,Secondary,,,,Primary,,,Primary,Secondary,,,,Primary,,,,,,,,,,,,Primary,Primary,,,Scandinavia,,,Primary,,
2026-02-26 06:50:26,4379,pedersen2006,Woman,,,,,,,,,,,,,,,,,,,Secondary,,,,,Primary,Primary,,Primary,,Primary,Primary,,,,Primary,,,,,Secondary,,,,,,,,,,,Primary,,Secondary,Primary,,South Scandinavia,,,Secondary,,
2026-02-26 06:39:49,4378,price2006,Man,,,,,,,,,,,,,,,,,,Secondary,Secondary,,,,,Secondary,Primary,,Secondary,,,,,,,Primary,Secondary,Secondary,,,Primary,,,,,,,,,,,,Primary,Primary,,Secondary,"Rällinge, Eketorp, Lunda, Ramsund, Eyrarland",,,Secondary,,
2026-02-26 06:21:28,4377,tainter2006,Man,,,,,,,,,,,,,,,,,Secondary,Secondary,,,,,,Primary,,,Primary,Secondary,,,Primary,Primary,Primary,,,Primary,,,,,Primary,,,,Primary,,,,,,,Primary,,Primary,,Discussion of overshoot and collapse in various (pre-)historic societies and settlements. 'Norse Greenland' is one of many examples briefly drawn upon. Discard?,,Primary,,
2026-02-26 06:08:48,4376,wickholm2006,Woman,,,,,,,,,,,,,,,,,,,Secondary,Secondary,Secondary,,,Secondary,Primary,Primary,Primary,,Primary,Secondary,,,,Primary,,,,,Primary,Secondary,,,,,,,,,,Primary,Primary,Secondary,,,Häme,,,Secondary,,
2026-02-25 12:20:44,4375,arwill-nordbladh2007,Woman,,,,,,,,,,,,,,,,,,Secondary,,,,,,Primary,,Primary,,,Secondary,Primary,,,,Primary,,,,,,,,,,,,,,,,Secondary,,Primary,,,Rök,,,Primary,Secondary,
2026-02-25 12:10:41,4374,dugmore2007,Man,Man,Man,,,,,,,,,,,,,,,Primary,Primary,,Secondary,,Secondary,,,,,Primary,Secondary,,Secondary,Secondary,Primary,Primary,,,Primary,,Primary,,Secondary,Primary,,,,Primary,Secondary,Primary,,,Primary,,Secondary,Primary,,"Greenland, Iceland",,,Secondary,,
2026-02-25 11:41:34,4373,larsson2007a,Man,,,,,,,,,,,,,,,,,Secondary,,,,,,,Primary,Secondary,,Primary,,Primary,,,,,,,Primary,,,Primary,Secondary,Secondary,Secondary,,,,,Primary,,,Primary,Primary,,,,Uppåkra,,,,Secondary,
2026-02-25 11:28:58,4372,lucas2007,Man,Man,,,,,,,,,,,,,,,,,Primary,,,Secondary,,,Primary,Primary,,Primary,,Primary,,,,,Secondary,,Primary,,,,,Primary,,,,Primary,,Primary,,,Primary,,Secondary,Primary,,Hofstaðir,,,Secondary,,Secondary
2026-02-25 10:36:18,4371,mulk2007,Woman,Man,,,,,,,,,,,,,,,,Secondary,,,Primary,,Secondary,,,Primary,,Primary,,Primary,Secondary,,Secondary,Primary,,,Secondary,,Secondary,,,Primary,,,,,,,,,Primary,,Secondary,,,Badjelánnda,,,Secondary,,
2026-02-25 10:18:04,4370,naum2007,Woman,,,,,,,,,,,,,,,,,,Primary,Secondary,Primary,,Primary,Secondary,Secondary,Secondary,,Primary,,Primary,,,,,Primary,,Primary,,,Primary,,,,,,,,,,,Secondary,Primary,Secondary,,Secondary,Bornholm,,,Secondary,,
2026-02-25 10:00:05,4369,sindbaek2007,Man,,,,,,,,,,,,,,,,,Primary,,,,,,,Primary,,,Primary,,,,,,,,,Primary,Primary,,Primary,,,,,,,,,,,Primary,Primary,,Primary,,Scandinavia,,,,,
2025-11-26 10:00:43,4368,sindbaek2007a,Man,,,,,,,,,,,,,,,,,Primary,Primary,,,,,,,,,,,,,,,,,,Primary,Primary,,Primary,,,,,,,,,,,Primary,,Secondary,Primary,,,,,,,
2026-02-25 09:24:39,4367,andersson2008,Woman,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary,,,,,,,,,Primary,,,,,,,,,,,,,,Primary,,,Secondary,,"Norway, Denmark, Sweden, Finland, Russia",,,,,
2026-02-25 09:47:55,4366,barrett2008,Man,,,,,,,,,,,,,,,,,Primary,Primary,Primary,Secondary,Secondary,Secondary,Secondary,Primary,Primary,,Primary,Primary,Secondary,,Secondary,,,Secondary,Secondary,Secondary,Secondary,,Secondary,,,,,,,,,,,Primary,,Secondary,Secondary,Primary,Scandinavian diaspora,"Primary source of evidence is modern literature. This is an earlier, barely different version of 4321. Discard?",,Secondary,,
2026-02-25 09:17:42,4365,fallgren2008,Man,,,,,,,,,,,,,,,,,,Secondary,,,,,,Primary,Secondary,,Primary,,,,,,,,,Primary,,Secondary,,,,,,,,,,,,Primary,,,Secondary,,Scandinavia,,,,Secondary,
2026-02-24 08:55:37,4357,croix2021,Woman,Woman,,,,,,,,,,,,,,,,Secondary,Primary,,Primary,Secondary,Primary,,Primary,Primary,,Primary,,Primary,,Secondary,,,Primary,,,,,Primary,,,Primary,,,,,,,,Primary,Primary,Secondary,Secondary,Secondary,Danish–Frisian,The PDF-file lacks a name.,,Secondary,,
2026-02-24 08:42:32,4339,gardela2008,Man,,,,,,,,,,,,,,,,,,Primary,Secondary,Primary,,,,Secondary,Primary,Primary,Primary,,Primary,,Primary,,,Primary,,,,,Primary,,,,,,,,,,,Secondary,Primary,Primary,Secondary,Secondary,"Norway, Sweden, Denmark, Iceland, Finland, East Europe, British isles",,,Primary,,
2026-02-24 08:30:06,4338,linderholm2008,Woman,Woman,Man,Woman,,,,,,,,,,,,,,Primary,Primary,Primary,Primary,,,,Primary,,Primary,Primary,,Secondary,,Secondary,,,Primary,,Primary,Secondary,,Primary,Primary,Secondary,,,Primary,Primary,Primary,,,,Primary,Primary,,Primary,,Birka,,,,,
2026-02-24 08:19:26,4337,lund2008,Woman,,,,,,,,,,,,,,,,,Secondary,,,Secondary,,,,,Primary,Secondary,Primary,,Primary,,Secondary,,,Secondary,Primary,,,Secondary,Primary,,,,,,,,,,,Primary,Secondary,Primary,,,South Scandinavia,,,Primary,Secondary,
2026-02-24 08:06:34,4336,myrberg2008,Woman,,,,,,,,,,,,,,,,,,,,,,,,Primary,Primary,,Primary,,Secondary,Secondary,,,,Primary,,Primary,,Primary,,,,,,,,,,,,Primary,,Primary,,,Gotland,,,Primary,,
2026-02-24 07:34:39,4335,price2008a,Man,,,,,,,,,,,,,,,,,,Primary,Secondary,Secondary,Secondary,Secondary,Secondary,Secondary,Primary,Secondary,Primary,Secondary,Primary,Secondary,,,,Primary,,Secondary,,,Secondary,Secondary,Secondary,,,,,,,,,Primary,,Primary,,,Scandinavia,,,Primary,,
2026-02-24 07:20:23,4334,sanmark2008,Woman,Woman,,,,,,,,,,,,,,,,,,,,,,,Primary,Secondary,,Primary,,Primary,Secondary,,,,Primary,,Secondary,,Primary,,,,,,,,,,Primary,,Primary,,Secondary,,,"Sweden, England",,,Secondary,Secondary,
2026-02-24 06:59:25,4333,benderjorgensen2012,Woman,,,,,,,,,,,,,,,,,,,Secondary,,Secondary,,,Secondary,,,Primary,Primary,,,Primary,Secondary,,,,,,,Primary,,Secondary,,,,Secondary,,,,,,,Secondary,Primary,,Scandinavia,,,Secondary,,Primary
2026-02-24 06:49:04,4332,jorgensen2009,Man,,,,,,,,,,,,,,,,,Secondary,,,,,,,Primary,Primary,,Primary,,Primary,,,,,Secondary,Secondary,Primary,,Primary,Primary,Secondary,Secondary,,,,,,Secondary,Secondary,,Primary,Secondary,Secondary,Secondary,,South Scandinavia,,,Secondary,Secondary,
2026-02-24 06:35:56,4331,pentz2009,Man,Woman,Woman,Woman,,,,,,,,,,,,,,Secondary,,Primary,Primary,,,,Primary,Primary,Primary,Primary,,Secondary,,,,,Primary,,Primary,,,Primary,,Primary,,,,Secondary,,,,,Primary,Primary,Secondary,,,Fyrkat,,,Secondary,,
2026-02-24 06:21:29,4330,kershaw2009,Woman,,,,,,,,,,,,,,,,,Secondary,Primary,Primary,Primary,,Primary,,Secondary,,,Primary,,,,Secondary,,,Secondary,Secondary,Primary,,,Primary,,,Primary,,,,,Secondary,,,Primary,Primary,,,,Danelaw,,,,Primary,
2026-02-23 13:13:46,4329,myrberg2009a,Woman,,,,,,,,,,,,,,,,,Primary,,Secondary,,,,,,Secondary,Primary,Primary,,Secondary,,,,,Secondary,Primary,,,,Primary,,,,,,,,Primary,,,,Primary,Secondary,Secondary,,Scandinavia,,,Secondary,Secondary,
2026-02-23 13:06:10,4328,myrberg2009,Woman,,,,,,,,,,,,,,,,,Primary,,Primary,,,,,Secondary,,Primary,Primary,,,,Secondary,,,Secondary,Primary,Secondary,,,Primary,,,,,,,,Primary,,,Secondary,Primary,Secondary,Primary,,Scandinavia,,,Secondary,,
2026-07-03 08:34:59,4327,pedersen2009,Woman,,,,,,,,,,,,,,,,,,Secondary,,,,,,Secondary,Primary,,Secondary,,Secondary,,Primary,,,Secondary,Secondary,Secondary,,,Primary,,,Secondary,,,,,,,,Primary,Primary,Secondary,,,South Scandinavia,German,,Secondary,Secondary,
2026-02-23 12:53:33,4326,pedersen2009a,Woman,,,,,,,,,,,,,,,,,,,,Primary,,,,,Primary,,Secondary,,Primary,,Primary,,,,,,,Primary,Primary,,,,,,,,,,,,Primary,Primary,,Primary,Kaupang,,,Primary,,Secondary
2026-02-23 12:42:12,4325,spangen2009,Woman,,,,,,,,,,,,,,,,,Secondary,,,Secondary,,Primary,,Secondary,Primary,,,,Secondary,,Secondary,,,,Primary,,,,Primary,,,,,,,,Secondary,,,Primary,Primary,Secondary,,,Sami areas,,,Secondary,Primary,
2026-02-23 12:33:15,4324,sutherland2009,Woman,,,,,,,,,,,,,,,,,Secondary,Primary,,Secondary,,Primary,,,,,Primary,,,,Secondary,Secondary,Secondary,,,Primary,,,Primary,,Primary,,,,,,Secondary,,,Primary,Primary,Secondary,,,East Arctic,,,Secondary,,
2026-02-23 11:37:57,4322,androshchuk2010,Man,,,,,,,,,,,,,,,,,Primary,,,Secondary,Secondary,,,Primary,,,Secondary,,,Secondary,Primary,,,Secondary,Secondary,Secondary,,Secondary,Primary,,,,,,,,,,,Primary,Primary,Primary,Primary,,"Denmark, Scania, Schleswig",,,Primary,Secondary,
2026-02-23 11:24:06,4321,barrett2010,Man,,,,,,,,,,,,,,,,,Primary,Primary,Primary,Secondary,Secondary,Secondary,Secondary,Primary,Primary,,Primary,Primary,Secondary,,Secondary,,,Secondary,Secondary,Secondary,Secondary,,Secondary,,,,,,,,,,,Primary,,Secondary,Secondary,Primary,Scandinavian diaspora,Primary source of evidence is modern literature.,,Secondary,,
2026-02-23 11:03:13,4320,halstadmcguire2010,Woman,,,,,,,,,,,,,,,,,Secondary,Primary,Secondary,Primary,,Secondary,,Secondary,Primary,Primary,Primary,Primary,Primary,,,,,Primary,,,,,Secondary,,,,,,,,,,,Primary,Secondary,Secondary,Primary,,"Kaldárhöfði, Vinjum, Scar",,,Secondary,,
2026-02-23 10:43:44,4319,hardh2010,Woman,,,,,,,,,,,,,,,,,Primary,,,Secondary,,,,Primary,Secondary,Secondary,Secondary,,,,Primary,,,Secondary,,Secondary,,,Primary,,,Primary,,,,,Primary,,,Primary,Primary,Secondary,Primary,,Uppåkra,,,Secondary,Primary,
2026-02-23 10:14:26,4318,hedeager2010,Woman,,,,,,,,,,,,,,,,,,,,Secondary,,,,Secondary,Primary,Primary,Secondary,Secondary,Secondary,,Secondary,,,Secondary,,,,,Primary,,,,,,,,,,,,Primary,Secondary,,,Scandinavia,,,Secondary,,
2026-02-23 09:28:52,4317,hillerdal2010,Woman,,,,,,,,,,,,,,,,,Primary,Secondary,,Secondary,,,,Primary,Primary,,Primary,Secondary,Secondary,Secondary,,Secondary,,Secondary,,Primary,Primary,,Secondary,,,,,,,,Secondary,,,Primary,,Secondary,Primary,Secondary,Scandinavia,,,Secondary,,
2026-02-23 09:07:52,4316,holst2010,Man,,,,,,,,,,,,,,,,,Primary,,,,,,,Primary,,,Primary,,Secondary,Secondary,Secondary,Secondary,,,,Primary,,Primary,,,,,,,,,,,,Primary,,Secondary,Primary,,Nørre Snede,,,Secondary,Primary,
2026-02-23 08:54:39,4315,ibsen2010,Man,Man,,,,,,,,,,,,,,,,Primary,Primary,,Primary,,Primary,,,,,Primary,,,,,,,Primary,,Primary,,Primary,Primary,,Primary,,,,,,Primary,Primary,,Primary,Primary,,,,"Wiskiauten, Mohovoe, Kaliningrad",,,,,
2026-02-23 08:41:47,4314,jorgensen2010,Man,,,,,,,,,,,,,,,,,Primary,,,,Secondary,,,Primary,,,Primary,,,,Primary,Secondary,,,,Primary,,Primary,Primary,,,Primary,,,,,Secondary,,,Primary,,Secondary,,,"Gudme, Tissø",,,Secondary,Secondary,
2026-02-23 08:30:40,4313,kalmring2010a,Man,,,,,,,,,,,,,,,,,Primary,,,Secondary,Primary,,,Primary,Secondary,Secondary,Primary,Secondary,,,Primary,,,Primary,,Secondary,Secondary,Secondary,Primary,,,,,,,,,,Secondary,Primary,Primary,Primary,,,"Hedeby, Birka",,,Primary,,
2026-02-23 08:20:48,4312,lund2010,Woman,,,,,,,,,,,,,,,,,,,,Secondary,,,,,Primary,Primary,Primary,,Primary,Secondary,,,,,Primary,,,,Primary,,,,,,,,,,,Primary,,Primary,Secondary,,"Britain, Scandinavia",,,Primary,,
2026-02-23 07:36:45,4311,magnell2010,Man,Woman,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,,,Primary,Primary,Primary,,Primary,,,,Secondary,Primary,,,,,,Secondary,Primary,,,,Primary,,Primary,,,,,Primary,Primary,,Frösö,,,Primary,,
2026-02-23 07:09:30,4310,pluskowski2010,Man,,,,,,,,,,,,,,,,,Secondary,Secondary,,Secondary,Secondary,Secondary,,Secondary,Primary,Primary,,,Primary,,Primary,,Primary,Primary,,,,,Primary,Secondary,Secondary,,,,Secondary,,,,,Secondary,Primary,Secondary,Secondary,,England,,,Secondary,Secondary,
2026-02-23 06:49:47,4309,price2010,Man,,,,,,,,,,,,,,,,,,Primary,,Secondary,Secondary,Secondary,Secondary,Secondary,Primary,Secondary,Primary,Secondary,Primary,Secondary,,,,Primary,,Secondary,Secondary,,Secondary,Secondary,Secondary,,,,,,,,,Primary,,Primary,,,Scandinavia,,,Primary,,
2026-02-23 06:32:16,4308,rosengren2010,Woman,,,,,,,,,,,,,,,,,,,Primary,Primary,Secondary,,,Primary,Secondary,,,,,,Secondary,,,,,,,,Primary,,,,,,,,,,,,Primary,Secondary,,Primary,Uppåkra,,,Secondary,,
2026-02-23 06:21:15,4307,storli2010,Woman,,,,,,,,,,,,,,,,,,,,,,,,Primary,,,Primary,Secondary,,,,,,Secondary,,Primary,,Secondary,,,,,,,,,,,,Primary,,Primary,,,Arctic Norway,,,Primary,,
2026-02-20 14:51:16,4306,feveile2011,Man,,,,,,,,,,,,,,,,,Secondary,,,,,,,,Primary,Secondary,,,,,Primary,,,Secondary,,,Secondary,,Primary,,,Primary,,,,,Secondary,,,Primary,Primary,,Secondary,,Danmark,,,,Secondary,
2026-02-20 14:43:58,4305,fischer2011,Man,Woman,,,,,,,,,,,,,,,,Secondary,,,Secondary,Secondary,,,Secondary,,Secondary,Secondary,,,,Primary,,,Primary,Secondary,,,Primary,Primary,,,,,,,,Primary,,,Primary,Primary,,Primary,,"Mälaren, Helgö",,,,Primary,
2026-02-20 14:32:19,4304,graslund2011,Woman,Man,,,,,,,,,,,,,,,,,,Secondary,Secondary,,,,Primary,Secondary,,Primary,Secondary,Primary,,,,,Primary,,Secondary,,,Primary,Secondary,Secondary,,,,,,Primary,,,Primary,Secondary,,Secondary,,Valsgärde,,,,Secondary,
2026-02-20 13:16:32,4303,gullbekk2011,Man,,,,,,,,,,,,,,,,,Primary,Secondary,,,,,,Secondary,,Secondary,,,,,,,,,,,,,Primary,,,Primary,,,,,,,,Primary,,Primary,Primary,,Iceland,,,Primary,,
2026-02-20 13:10:26,4302,gustafsson2011,Man,,,,,,,,,,,,,,,,,Secondary,Secondary,,,,,,,,Secondary,Secondary,,,Secondary,Primary,,,Secondary,,,Secondary,Primary,Secondary,,,,,,,,Secondary,,,Primary,,Secondary,,Primary,Scandinavia,,,Secondary,Secondary,
2026-02-20 12:58:30,4301,gustafsson2011a,Man,,,,,,,,,,,,,,,,,,,,Secondary,,Secondary,,,,,,,,,Primary,,,,,Secondary,,,Primary,,,Secondary,,,,,,,,,Primary,Secondary,,,Sigtuna,,,Secondary,Secondary,
2026-02-20 12:49:37,4300,kemmers2011,Woman,Woman,,,,,,,,,,,,,,,,Primary,,,,,,,Primary,,,,,,,Secondary,,,Secondary,Secondary,,,,Primary,,,,,,,,,,,Secondary,Primary,Secondary,,Primary,,,,Secondary,,
2026-02-20 12:30:39,4299,leonard2011,Woman,,,,,,,,,,,,,,,,,,Primary,,Primary,,Primary,,,,,Primary,,Secondary,Primary,,,,Primary,Secondary,Primary,,Secondary,Primary,,,,,,,,Secondary,,,Primary,Secondary,Secondary,,,Orkney,,,Primary,Secondary,
2026-02-20 09:52:25,4298,ljungkvist2011,Man,Man,Man,Man,,,,,,,,,,,,,,Secondary,,,,,,,Primary,,Secondary,Primary,Secondary,,,Secondary,Secondary,,Primary,,Primary,,,Secondary,,,Secondary,,,,,Primary,,,Primary,,Secondary,,,Gamle Uppsala,,,Secondary,,
