"round","from","to"
11766,"warmlander2015","arbman1955"
11767,"imer2014","stoklund2000"
11768,"halewood2001","graver1999"
11769,"lund2019","bruck2006"
11770,"hedeager2010","haselof1981"
11771,"helama2017","larsen2008"
11772,"hilberg2018","helmbrecht2004"
11773,"henriksen2014","broholm1946"
11774,"jagodzinski2014","bately1980"
11775,"hennius2018","fetisov2008"
11776,"roslund2015","franklin1996"
11777,"hilberg2014","noonan2000"
11778,"holst2014","hoilundnielsen1993"
11779,"keller2016","noonan1998"
11780,"majchczack2018","hvass1979"
11781,"holst2013","chr2009"
11782,"ijssennagger2013","bantelmann2003"
11783,"poulsen2011","carlie1999"
11784,"krzewinska2018","schour1941"
11785,"jackson2018","normandnd"
11786,"tveiten2017","bjorkvik1972"
11787,"loftsgarden2019","dorum2004"
11788,"jahnsen2016","kristiansen1993"
11789,"kalmring2017","larsson2014"
11790,"kershaw2009","hattatt1987"
11791,"lund2008","berggren2006"
11792,"jessen2016","kalmring2014a"
11793,"kalmring2012","holmquist2002"
11794,"kemmers2011","mithen2008"
11795,"kristjansdottir2015","jensen2013"
11796,"lund2020","enoksen1999"
11797,"kovalenko2013","kovalenko1999"
11798,"leonard2011","jesch2005"
11799,"kelly2015","kelly1961"
11800,"ljungkvist2015","ekman2000"
11801,"knudson2012","schoeninger1978"
11802,"krzewinska2015","binladen2007"
11803,"lindholm2016","harding1992"
11804,"naumann2014","barrett2000b"
11805,"leslie2015","quintanamurci1999"
11806,"lund2013","boyendb"
11807,"lucas2007","bruun1911"
11808,"oehrl2017","reitzenstein1924"
11809,"lund2010","tilley1999"
11810,"lund2006","crusden1965"
11811,"mainland2018","mccormick2014"
11812,"toplak2018","graslund1996"
11813,"magnell2010","lyman1994"
11814,"milek2012","reimer2009"
11815,"pedersen2015","nicolaysenndi"
11816,"macphail2013","engelmark1993"
11817,"mulk2007","napolskikh1992"
11818,"milek2013","johnson1974"
11819,"montgomery2014","dangela1990"
11820,"magi2011","mugurevies1994"
11821,"nielsen2011","johansen1978"
11822,"raffield2014","fell1956"
11823,"odeback2018","davis2008"
11824,"neiss2016","eniosova2008"
11825,"raffield2016","zeitzen2008"
11826,"peschel2017","cruz2011"
11827,"pilo2020","bergman2007"
11828,"perry2016","jordan1994"
11829,"price2014","arwidson1984"
11830,"price2020","sillen1998"
11831,"price2012","faure2004"
11832,"schmid2017","larsen1984"
11833,"raninen2014","orrman1993"
11834,"sindbaek2007","kirpichnikov1985"
11835,"richards2018","booth1987"
11836,"price2018","amkreutz2004"
11837,"sindbaek2011","ramskou1963"
11838,"raffield2018","jankowiak2005"
11839,"rundkvist2010","rasch2001"
11840,"sutherland2009","mitchell1984"
11841,"rogers2020","loken1987"
11842,"price2019","jackson2003"
11843,"raffield2019","squires2013"
11844,"roslund2017","lind2009"
11845,"svendsen2016","nannestad2008"
11846,"reiter2019","nerlich2009"
11847,"solli2018","derocher2000"
11848,"schneidhofer2017","neubauer2001"
11849,"wickholm2006","sarkki1976"
11850,"rosvold2019","halinen2013"
11851,"zachrisson2017","mejsholm1954"
11852,"sanmark2013","henriksen2001b"
11853,"skre2017","kilger2015"
11854,"skre2019","sawyer1991"
11855,"solli2011","smail2007"
11856,"stott2019","lambers2019"
11857,"stene2017","ekrem1998"
11858,"svensson2018","emanuelsson2001"
11859,"svendsen2019","lambert2017"
11860,"star2017","wright2006"
11861,"toplak2015","molina1970"
11862,"tainter2006","lopinot1985"
11863,"vesteinsson2016","halsall1995a"
11864,"trinks2014","harim2003"
11865,"zoega2017","sellevold2004"
11866,"williams2016","hoilundnielsen2009"
11867,"zachrisson2014a","lamm2008"
11868,"ahfeldt2015","lamm1985"
11869,"oye2016","myrdal1985"
11870,"frei2015","johannesson1946"
11871,"baastrup2014","wamers1997a"
11872,"sindbaek2016","wademartins1980"
11873,"barrett2010","keegan2004"
11874,"barrett2008","keegan2004"
11875,"barrett2010","keynes1997"
11876,"barrett2008","keynes1997"
11877,"burstrom2015","eriksen2017"
11878,"price2006","roesdahlnd"
11879,"aannestad2018","dumville2008"
11880,"glorstad2014","gustin2004"
11881,"amundsen2017","scheen1979"
11882,"androshchuk2010","owencrocker1966"
11883,"anchukaitis2017","trenberth1984"
11884,"myrberg2008","brink1992"
11885,"andren2013","hernaes1999"
11886,"chenery2014","jay2006"
11887,"arneborg2012","balslevjorgensen2001"
11888,"mannering2013","mannering2010"
11889,"pedersen2017","jansson1985"
11890,"goodchild2017","randsborg1980"
11891,"andren2000","soderqvist1993"
11892,"ashby2015","roesdahl2003"
11893,"backdanielsson2016","ccby2016"
11894,"baug2017","randers1982"
11895,"barndon2018","bockman1997"
11896,"becker2012","leethorp1989"
11897,"beck2017","sekretariat1997"
11898,"baug2019","lebecq1999"
11899,"bonde2016","hulten1971"
11900,"fredriksen2014","myhre2002"
11901,"oye2014","martensson2006"
11902,"harris2017","anderson1907"
11903,"burstrom2014","novarr1986"
11904,"kalmring2018","wilson2008"
11905,"sindbaek2017","munch2003"
11906,"beck2018","pagh2007"
11907,"catlin2016","mrozowski2006"
11908,"bill2016","jesch2000"
11909,"ijssennagger2015","knol1999"
11910,"dobat2013","makeler2003"
11911,"borake2018","angelbeck2012"
11912,"buckberry2014","cox2000"
11913,"devos2013","guttmann2006"
11914,"wouters2016","wouters2012"
11915,"dugmore2012","fredskild1991"
11916,"tonning2020","ostigard2009"
11917,"carver2015","lowe2006"
11918,"eriksen2013","rundkvist2012"
11919,"christiansen2019","hardh2011"
11920,"jessen2014","andersen2009"
11921,"fabech2013","skovgaardpetersen1981"
11922,"fontaine2017","hall1978"
11923,"croix2015","laakso2014"
11924,"croix2019","lonborg1998"
11925,"dobat2006","johansen1932"
11926,"feveile2017","kastholm2011"
11927,"hillerdal2010","brink1996"
11928,"dugmore2007","bones1992"
11929,"ellingsen2019","anglert1989"
11930,"grupe2013","grupe1997"
11931,"lund2016","pedersen2010"
11932,"fallgren2008","rasmusen1999"
11933,"fischer2011","fischer2008"
11934,"gullbekk2011","eldjarn1948"
11935,"gardela2015","filipowiak1992"
11936,"gotfredsen2014","magnell2012"
11937,"sutherland2015","odess1998"
11938,"gardela2018","pestell2012"
11939,"vonholstein2014","weber1994"
11940,"gustin2017","kivikoski1969"
11941,"hadley2018","baker2011"
11942,"jarman2018","pagan1986"
11943,"hadley2016","gould1903"
11944,"hartman2017","stora2005"
11945,"sindbaek2014","sindbaek2012"
11946,"halewood2001","hewison1987"
11947,"tummuscheit2014","tummuscheit2012"
11948,"hilberg2013","tummuscheit2014"
11949,"hedeager2010","haselof1984"
11950,"imer2014","barnes2012"
11951,"helama2017","li2016"
11952,"hilberg2018","hoilund1986"
11953,"henriksen2014","broholm1949"
11954,"jagodzinski2014","bately2009"
11955,"hennius2018","frostne2002"
11956,"henriksen2017","albrectsen1976"
11957,"hilberg2014","olsen2004"
11958,"holst2014","hvass1986"
11959,"zori2013","edvardsson2005"
11960,"keller2016","nordal1952"
11961,"warmlander2015","malmer2002"
11962,"roslund2015","noonan1984"
11963,"holst2013","klemensen2001"
11964,"majchczack2018","nielsen1979"
11965,"ijssennagger2013","besteman1997"
11966,"moen2020","skre1997"
11967,"osullivan2015","shepared2012"
11968,"krzewinska2018","rohland2007"
11969,"poulsen2011","poulsen1979"
11970,"jackson2018","ostergard2011"
11971,"loftsgarden2019","englund2002"
11972,"tveiten2017","hauge1946"
11973,"jahnsen2016","laclau2001"
11974,"kalmring2017","lohr1979"
11975,"kershaw2009","madsen1987"
11976,"lund2008","bruck2005"
11977,"jessen2016","kuhn1995"
11978,"kemmers2011","morris1992"
11979,"kristjansdottir2015","jensenius2001"
11980,"kalmring2012","ambrosiani1973"
11981,"lund2020","fuglesang1981"
11982,"lund2019","petursdottir2012"
11983,"kovalenko2013","kovalenko2000"
11984,"leonard2011","laughlin1974"
11985,"kelly2015","corrain1996"
11986,"ljungkvist2015","frolund2010"
11987,"knudson2012","schoeninger1979"
11988,"krzewinska2015","behar2007"
11989,"lindholm2016","harding1997"
11990,"naumann2014","bocherens2003"
11991,"leslie2015","conrad2006"
11992,"lund2013","bynum1991"
11993,"lucas2007","buckert1983"
11994,"oehrl2017","remondino2014"
11995,"lund2006","eddadigte1971"
11996,"mainland2018","mcgovern2010"
11997,"lund2010","backhouse1984"
11998,"magnell2010","magnell2004"
11999,"milek2012","roberts1943"
12000,"pedersen2015","nilsen1991"
12001,"macphail2013","engelmark2008"
12002,"mulk2007","nordbladh1980"
12003,"milek2013","malinskybuller2011"
12004,"montgomery2014","diefendorf2005"
12005,"toplak2018","blomkvist2005"
12006,"magi2011","nosoy2001"
12007,"nielsen2011","mathiesen1978"
12008,"raffield2014","gurney1986"
12009,"odeback2018","diazandreu2005"
12010,"neiss2016","gingerich2014"
12011,"peschel2017","eliason2010"
12012,"pilo2020","carrer2015"
12013,"perry2016","kilmurry1980"
12014,"price2014","arwidson1986"
12015,"raffield2016","price1969"
12016,"price2020","andersson1975"
12017,"price2012","sillen1982"
12018,"schmid2017","larsen1977"
12019,"raninen2014","poutiainen2008"
12020,"sindbaek2007","ludtke2001"
12021,"richards2018","booth1997"
12022,"price2018","lewis1972"
12023,"raffield2018","karamagi2006"
12024,"sindbaek2011","hedeager1993"
12025,"rundkvist2010","ostergaardjensen1987"
12026,"rogers2020","macgregor1999"
12027,"sutherland2009","waltonrogers2004"
12028,"price2019","jackson2009"
12029,"raffield2019","swanton1997"
12030,"roslund2017","makarov2006"
12031,"svendsen2016","nunn2011"
12032,"reiter2019","oelze2011"
12033,"solli2018","fjellheim2005"
12034,"schneidhofer2017","neubauer2004"
12035,"wickholm2006","cleve1948"
12036,"rosvold2019","hartnup2011"
12037,"zachrisson2017","nasman2008"
12038,"sanmark2013","higham1992"
12039,"skre2017","klang2013"
12040,"skre2019","schlesinger1965"
12041,"solli2011","snow1959"
12042,"stott2019","trier2016"
12043,"stene2017","evenstadnd"
12044,"svensson2018","erixon1918"
12045,"svendsen2019","lawson1984"
12046,"star2017","skjaeraasen2011"
12047,"toplak2015","ruprecht1958"
12048,"tainter2006","mccoy1976"
12049,"vesteinsson2016","hamilton2006"
12050,"trinks2014","henkel2004"
12051,"zoega2017","sellevold2008"
12052,"williams2016","lindgren2008"
12053,"zachrisson2014a","lantmateriet2013"
12054,"ahfeldt2015","lamm1984"
12055,"oye2016","stockholm1997"
12056,"frei2015","jonsson1930"
12057,"baastrup2014","back1963"
12058,"sindbaek2016","williams1979"
12059,"barrett2010","kristoffersen2004"
12060,"barrett2008","kristoffersen2004"
12061,"barrett2010","montgomery2003"
12062,"barrett2008","montgomery2003"
12063,"price2006","andersson2004"
12064,"bergstol2004","barth1969"
12065,"aannestad2018","ekengren2009"
12066,"glorstad2014","wamers1985"
12067,"amundsen2017","serning1966"
12068,"kershaw2017","sheehan2009"
12069,"price2014a","grahamcampbell1980"
12070,"androshchuk2010","pedersen1995"
12071,"anchukaitis2017","verosub2008"
12072,"andren2013","hildebrandt1985"
12073,"arneborg2012","barret2005"
12074,"burstrom2015","arrhenius1962"
12075,"artelius2013","nasstrom2001"
12076,"mannering2013","arne1932"
12077,"andren2000","strid1987"
12078,"ashby2015","lewissimpson2000"
12079,"backdanielsson2016","ekholm1950"
12080,"goodchild2017","olsen1977"
12081,"baug2017","resi1979"
12082,"barndon2018","gudmundsdottir2003"
12083,"chenery2014","kohn1996"
12084,"becker2012","mewis2004"
12085,"beck2017","mikkelsen2016"
12086,"baug2019","lonaas2001"
12087,"bonde2016","hutchinson1994"
12088,"oye2014","rabben2002"
12089,"fredriksen2014","hodder2012"
12090,"burstrom2014","olsen2003"
12091,"sindbaek2017","mikkelsen2003"
12092,"beck2018","pedersen2012"
12093,"catlin2016","mrozowski2011"
12094,"glorstad2017","larsen1991"
12095,"bill2016","johns1982"
12096,"pedersen2017","callmer1984"
12097,"dobat2013","moesgaard2009"
12098,"borake2018","bican1992"
12099,"harris2017","evans2012"
12100,"buckberry2014","hadley1997"
12101,"devos2013","jacobs2010"
12102,"dugmore2012","mcgovern2006"
12103,"wouters2016","henning2007"
12104,"carver2015","ludowici2010"
12105,"eriksen2013","sander1997"
12106,"christiansen2019","johansen1992"
12107,"fabech2013","price2008h"
12108,"fontaine2017","machacek2010"
12109,"croix2015","lamm1928"
12110,"croix2019","neiss2012"
12111,"dobat2006","krausse1999"
12112,"feveile2017","klemensen2000"
12113,"dugmore2007","thomas2001"
12114,"ellingsen2019","andersson2001"
12115,"tonning2020","herschend1998"
12116,"hillerdal2010","larsen2006"
12117,"ijssennagger2015","grahamcampbell1976"
12118,"fallgren2008","dodgshon1980"
12119,"fischer2011","gronwall1995"
12120,"gullbekk2011","eldjarn1953"
12121,"gardela2015","gorecki2002"
12122,"gotfredsen2014","may1985"
12123,"sutherland2015","schledermann1980"
12124,"grupe2013","andrea2011"
12125,"gardela2018","petersen1917"
12126,"gustin2017","krylasova2008"
12127,"jessen2014","schmidt1977"
12128,"hadley2018","blackburn1998"
12129,"kalmring2018","arwidsson1977"
12130,"jarman2018","sawyer1962"
12131,"hadley2016","ulmschneider2000"
12132,"hartman2017","streeter2012"
12133,"halewood2001","koivusalo1998"
12134,"hedeager2010","hoilundnielsen2002"
12135,"imer2014","christensen1969"
12136,"lund2016","bradley1993"
12137,"helama2017","ljungqvist2010"
12138,"hilberg2018","hoilund2014"
12139,"sindbaek2014","jorgensen1990"
12140,"henriksen2014","dillehay1997"
12141,"jagodzinski2014","gaerte1929"
12142,"hennius2018","hennius2016"
12143,"henriksen2017","behre1983"
12144,"hilberg2014","pestell2011"
12145,"holst2014","jarlhansen1988"
12146,"zori2013","gronvold1995"
12147,"keller2016","nordal1954"
12148,"holst2013","krogh1981"
12149,"ijssennagger2013","boeles1915"
12150,"krzewinska2018","malmstrom2012"
12151,"ibsen2010","ibsen2005"
12152,"jackson2018","oye2004"
12153,"majchczack2018","wiechmann1996"
12154,"tveiten2017","helle1974"
12155,"loftsgarden2019","hostmadsen1999"
12156,"jahnsen2016","martens1960"
12157,"kalmring2017","olausson1921"
12158,"kershaw2009","hinton1974"
12159,"lund2008","fuglesang2002"
12160,"jessen2016","lindqvist1923"
12161,"kemmers2011","myrberg2010"
12162,"warmlander2015","gullbekk2012"
12163,"kristjansdottir2015","jonsson2009"
12164,"lund2020","fuglesang2005"
12165,"kalmring2012","ambrosiani1982"
12166,"roslund2015","back2010"
12167,"kovalenko2013","kovalenko2001"
12168,"leonard2011","leonard2010"
12169,"kelly2015","channing1996"
12170,"ljungkvist2015","frolund2013"
12171,"knudson2012","schurr1998"
12172,"lund2019","danielsson2007"
12173,"krzewinska2015","prieto2011"
12174,"lindholm2016","jennbert2000"
12175,"naumann2014","brinkmann1999"
12176,"leslie2015","botigue2013"
12177,"vonholstein2014","sommerseth2009"
12178,"lund2013","februar1977"
12179,"lucas2007","byock1982"
12180,"oehrl2017","samson2011"
12181,"moen2020","aannestad2017"
12182,"lund2006","egebjerghansen1989"
12183,"mainland2018","montgomery2017"
12184,"lund2010","barrettnd"
12185,"magnell2010","magnell2006"
12186,"milek2012","simms1988"
12187,"pedersen2015","nriagu1983"
12188,"osullivan2015","hadley2008"
12189,"macphail2013","holden1994"
12190,"mulk2007","pettersson1957"
12191,"milek2013","mehler2002"
12192,"myrberg2008","wessen2002"
12193,"montgomery2014","evans2009"
12194,"magi2011","nosov2005"
12195,"nielsen2011","myhre1978"
12196,"raffield2014","hall1989"
12197,"odeback2018","goldhahn2007"
12198,"neiss2016","hermon2008"
12199,"peschel2017","ferguson2009"
12200,"toplak2018","meier2002"
12201,"poulsen2011","fangel1941"
12202,"pilo2020","critch2018"
12203,"perry2016","leah1994"
12204,"price2014","arwidson1989"
12205,"price2020","arcini2018"
12206,"schmid2017","lowe2008"
12207,"raninen2014","raninen2010"
12208,"price2012","price1989a"
12209,"sindbaek2007","barabas2003"
12210,"raffield2016","russell2007"
12211,"richards2018","bulock1960"
12212,"price2018","mattes2016"
12213,"raffield2018","karras1992"
12214,"rundkvist2010","petre1984b"
12215,"rogers2020","mann1982"
12216,"price2019","khudoley2013"
12217,"raffield2019","underwood2006"
12218,"roslund2017","morris1999"
12219,"svendsen2016","olson1993"
12220,"sindbaek2011","naumann1987"
12221,"reiter2019","pernter2007"
12222,"solli2018","frostatingslova1994"
12223,"schneidhofer2017","proschdanielsen2006"
12224,"wickholm2006","hirviluoto1976"
12225,"rosvold2019","hedman2015"
12226,"sutherland2009","fitzhugh2000a"
12227,"zachrisson2017","nelson2013"
12228,"sanmark2013","iversen1956"
12229,"skre2017","kallstrom2010"
12230,"skre2019","schnetz1990"
12231,"solli2011","snow1966"
12232,"stott2019","zingman2016"
12233,"stene2017","gundersen2016"
12234,"svensson2018","erixon1956"
12235,"svendsen2019","lawson2014"
12236,"star2017","barth2017"
12237,"toplak2015","salin1952"
12238,"tainter2006","malthusnd"
12239,"vesteinsson2016","harvey2006"
12240,"trinks2014","holmquistolausson1982"
12241,"zoega2017","sewell2005"
12242,"williams2016","oestigaard2013"
12243,"zachrisson2014a","larsson2012"
12244,"ahfeldt2015","lang1978"
12245,"oye2016","myrdal1999"
12246,"frei2015","kamenov2008"
12247,"baastrup2014","helgesson1987"
12248,"sindbaek2016","emery2007a"
12249,"barrett2010","kuhn1977"
12250,"barrett2008","kuhn1977"
12251,"barrett2010","lund1989"
12252,"barrett2008","lund1989"
12253,"bergstol2004","eriksen1994"
12254,"pricendb","ulriksen2011"
12255,"aannestad2018","gaut2001"
12256,"amundsen2017","sjurseike1994"
12257,"androshchuk2010","rydbeck1932"
12258,"anchukaitis2017","vieira2010"
12259,"glorstad2014","helms1988"
12260,"andren2013","iregren1989"
12261,"arneborg2012","bruun1928"
12262,"kershaw2017","williams2011"
12263,"andren2000","sundqvist1996"
12264,"ashby2015","roesdahl2001"
12265,"backdanielsson2016","fowler2015"
12266,"artelius2013","hobsbawm1983"
12267,"price2006","moltke1942"
12268,"goodchild2017","jensen1990"
12269,"baug2017","skjolsvold1961"
12270,"barndon2018","hufthammer2016"
12271,"becker2012","miller2010"
12272,"burstrom2015","joy2009"
12273,"beck2017","moller2010"
12274,"baug2019","moore1978"
12275,"bonde2016","kaennel1995"
12276,"oye2014","baug2002"
12277,"burstrom2014","olsen2010"
12278,"boyd2013","boyd2009"
12279,"chenery2014","whitehead1998"
12280,"beck2018","petersen2010"
12281,"sindbaek2017","daly2007"
12282,"catlin2016","norgaard2011"
12283,"bill2016","kolstrup1993"
12284,"price2014a","price2013"
12285,"dobat2013","museumsloven2006"
12286,"borake2018","brink1998"
12287,"buckberry2014","hadley2000"
12288,"devos2013","kaplan1992"
12289,"glorstad2017","simpson2005"
12290,"dugmore2012","perdikaris2007"
12291,"fredriksen2014","solberg2003"
12292,"carver2015","maldonadoramirez2011"
12293,"eriksen2013","schmidt1999"
12294,"harris2017","montgomery2010"
12295,"domeijlundborg2012","lundborg2006"
12296,"christiansen2019","lonborg1999"
12297,"fabech2013","staecker1999"
12298,"croix2015","lonnroth1997"
12299,"croix2019","oexle1992"
12300,"wouters2016","pirenne1927"
12301,"fontaine2017","henning1992"
12302,"dobat2006","latte1988"
12303,"feveile2017","knorr1938"
12304,"dugmore2007","ogilvie2000"
12305,"mannering2013","sellevold1984"
12306,"ellingsen2019","brendalsmo2006"
12307,"fallgren2008","fallgren1993"
12308,"fischer2011","gronwall2009"
12309,"gullbekk2011","grinderhansen2000"
12310,"gardela2015","holtzmann1918"
12311,"gotfredsen2014","monikander2010"
12312,"grupe2013","arnold1980"
12313,"gardela2018","rudzinski2009"
12314,"gustin2017","valdemars1995"
12315,"hillerdal2010","clarke1993"
12316,"hadley2018","blair2013"
12317,"hadley2016","blackburn1994"
12318,"hartman2017","mcgrew1970"
12319,"jessen2014","gelting2007"
12320,"halewood2001","littrell1993"
12321,"hedeager2010","ingold1994"
12322,"imer2014","fridell2011"
12323,"jarman2018","redmond2007"
12324,"helama2017","mcdermott2001"
12325,"hilberg2018","holst1958"
12326,"henriksen2014","dix1982"
12327,"jagodzinski2014","engel1931"
12328,"hennius2018","heron1989"
12329,"henriksen2017","fabricius2009"
12330,"sindbaek2014","ambrosiani1996"
12331,"hilberg2014","reichstein1984"
12332,"sutherland2015","zori2010"
12333,"holst2014","jessen2008"
12334,"keller2016","norrevang1970"
12335,"ijssennagger2015","dumvillend"
12336,"holst2013","lethlarsen2007"
12337,"ijssennagger2013","borchling1938"
12338,"tonning2020","bardseth2007"
12339,"krzewinska2018","rasmussen2011"
12340,"ibsen2010","junker2003"
12341,"jackson2018","park2005"
12342,"loftsgarden2019","imsen1990"
12343,"tveiten2017","loftsgarden2015"
12344,"jahnsen2016","munch1985"
12345,"kalmring2017","staecker2009"
12346,"kershaw2009","hinton1975"
12347,"lund2008","geisslinger1967"
12348,"jessen2016","middleton2005"
12349,"kemmers2011","nash1978"
12350,"kristjansdottir2015","jorgensen2004"
12351,"zori2013","magnusson1972"
12352,"kalmring2018","almgren1901"
12353,"lund2020","gadamer1960"
12354,"lund2016","gilchrist2013"
12355,"kalmring2012","bengtzon2000"
12356,"kovalenko2013","kovalenko2002"
12357,"leonard2011","lucy2002"
12358,"kelly2015","wallace1967"
12359,"ljungkvist2015","frolund2011"
12360,"knudson2012","schutkowski1999"
12361,"krzewinska2015","core2011"
12362,"lindholm2016","karlsson2010"
12363,"naumann2014","deniro1985"
12364,"leslie2015","ralph2013"
12365,"pedersen2017","rostad2012"
12366,"lund2013","cinthio1980"
12367,"lund2019","schulke1999"
12368,"lucas2007","deheusch1985"
12369,"oehrl2017","schreiner2000"
12370,"moen2020","gilchrist1999"
12371,"lund2006","engberg1995"
12372,"mainland2018","morris1996"
12373,"lund2010","cohen2003"
12374,"magnell2010","nathorstnd"
12375,"milek2012","snaesdottir1992"
12376,"pedersen2015","penhallurick1986"
12377,"macphail2013","kelley2010"
12378,"majchczack2018","majchczack2014"
12379,"mulk2007","ramqvist2002"
12380,"milek2013","misarti2011"
12381,"myrberg2008","blomkvist1999"
12382,"montgomery2014","fronval1995"
12383,"magi2011","nosov2006"
12384,"nielsen2011","myhre1985"
12385,"raffield2014","halsall1989"
12386,"odeback2018","holmquist1990"
12387,"neiss2016","jolshin2012"
12388,"osullivan2015","backdanielsson2008"
12389,"warmlander2015","montgomery2008"
12390,"peschel2017","fornander2015"
12391,"pilo2020","curdy2016"
12392,"perry2016","vander1993"
12393,"price2014","bennike1985"
12394,"poulsen2011","verhulst1966"
12395,"roslund2015","back1995"
12396,"price2020","arppe2010"
12397,"schmid2017","lowe2011"
12398,"toplak2018","brather2001"
12399,"raninen2014","ringbom1994"
12400,"vonholstein2014","grahamcampbell1998j"
12401,"raffield2016","budd2014"
12402,"richards2018","clark1966"
12403,"price2018","mattes2008"
12404,"raffield2018","kress2002"
12405,"rundkvist2010","ramqvist1998"
12406,"price2012","voncarnapbornheim2007"
12407,"rogers2020","newman1993"
12408,"price2019","kirpichnikov1984"
12409,"raffield2019","varney2000"
12410,"roslund2017","raportteja2003"
12411,"svendsen2016","ozcan2011"
12412,"reiter2019","plomp2017"
12413,"solli2018","gibson1979"
12414,"schneidhofer2017","proulxmcinnis2013"
12415,"wickholm2006","honko1960"
12416,"sindbaek2007","blinkhorn1999"
12417,"rosvold2019","hofreiter2001"
12418,"sindbaek2011","arnorsdottir1973"
12419,"zachrisson2017","norseng1987"
12420,"sanmark2013","kulikowski2005"
12421,"skre2017","leeper1933"
12422,"skre2019","scull2016"
12423,"solli2011","solli1989"
12424,"stott2019","verschoofvandervaart2019"
12425,"stene2017","gunnarsdottir1999"
12426,"svensson2018","frodin1925"
12427,"svendsen2019","leeson2007"
12428,"star2017","knutsen2003"
12429,"toplak2015","sandholm1965"
12430,"tainter2006","meggers1954"
12431,"sutherland2009","banfield1974"
12432,"vesteinsson2016","thorlaksson1978"
12433,"trinks2014","hyenstrand1991"
12434,"zoega2017","sewell1996"
12435,"williams2016","thate2009"
12436,"zachrisson2014a","lindalv1980"
12437,"ahfeldt2015","lang1991"
12438,"oye2016","orrman2003"
12439,"frei2015","krahl2010"
12440,"baastrup2014","jorgensen1980"
12441,"sindbaek2016","hall1989a"
12442,"barrett2010","magi1999"
12443,"barrett2008","magi1999"
12444,"barrett2010","michelli1993"
12445,"barrett2008","michelli1993"
12446,"linderholm2008","hedenstiernajonson2015"
12447,"gustafsson2016","androshchuk2013"
12448,"williams2015","griffiths2003"
12449,"aannestad2018","geber1991"
12450,"bergstol2004","amundsen2001"
12451,"amundsen2017","skandfer1996"
12452,"mcleod2011","jesch2002"
12453,"androshchuk2010","schulzedorrlamm1987"
12454,"anchukaitis2017","wagner2001"
12455,"christensen2013","koktvedgaardzeiten1997"
12456,"andren2013","johannsen1981"
12457,"holst2010","nielsen2005"
12458,"arneborg2012","commisso2006"
12459,"andren2000","svardstrom1936"
12460,"ashby2015","schyman2012"
12461,"artelius2005","artelius1999"
12462,"backdanielsson2016","jonsson2015"
12463,"baug2017","vangstad2003"
12464,"barndon2018","harke2014"
12465,"artelius2013","borgeaud1987"
12466,"becker2012","oconnor2004"
12467,"beck2017","mud2014"
12468,"baug2019","moore1983"
12469,"bonde2016","lorangend"
12470,"burstrom2015","kilger2008"
12471,"burstrom2014","olsen2012"
12472,"boyd2013","christiansen2006"
12473,"rosengren2010","jesch1991"
12474,"oye2014","andersson2000"
12475,"beck2018","poulsen2014"
12476,"price2006","turvillepetre1964"
12477,"catlin2016","ogilvie2010"
12478,"goodchild2017","roesdahl1977"
12479,"bill2016","korsvoll2011"
12480,"sindbaek2017","jorgensen1992"
12481,"dobat2013","nielsen2012"
12482,"borake2018","carballo2016"
12483,"chenery2014","daux2008"
12484,"buckberry2014","hadley2001"
12485,"devos2013","kiden1991"
12486,"dugmore2012","karlsson2000"
12487,"carver2015","marazzi2004"
12488,"fredriksen2014","webmoor2008"
12489,"eriksen2013","skov2002"
12490,"glorstad2017","ambrosiani1995"
12491,"christiansen2019","madsen1990"
12492,"fabech2013","strid1993"
12493,"croix2015","mcdonald2014"
12494,"croix2019","oldeberg1966"
12495,"fontaine2017","liebermann1903"
12496,"dobat2006","lind2003"
12497,"feveile2017","krabath2001"
12498,"price2014a","downham2009"
12499,"glorstad2014","lang1987"
12500,"dugmore2007","olafsdottir2001"
12501,"ellingsen2019","christie1974"
12502,"mannering2013","andren2006b"
12503,"fallgren2008","gothberg2000"
12504,"fischer2011","herschend1974"
12505,"gullbekk2011","gulatingslovi1937"
12506,"gardela2015","jankuhn1934"
12507,"gotfredsen2014","morey2010"
12508,"grupe2013","benstead2006"
12509,"gardela2018","ryghnd"
12510,"gustin2017","kuzminych1996"
12511,"roslund2005","wiessner1989"
12512,"hadley2018","brookes2013"
12513,"kershaw2017","brooks2000"
12514,"hadley2016","foster1924"
12515,"hartman2017","teitsson1975"
12516,"jessen2014","sawyer2002"
12517,"harris2017","alqahtani2010"
12518,"halewood2001","maccannell1976"
12519,"hedeager2010","kalif1997"
12520,"imer2014","imer2009"
12521,"helama2017","moy2002"
12522,"hilberg2018","laurent1978"
12523,"henriksen2014","garfinkel1987"
12524,"jagodzinski2014","engel1935"
12525,"hennius2018","hiorth1908"
12526,"henriksen2017","hermansen1938"
12527,"hillerdal2010","schietzel1985"
12528,"hilberg2014","roberts2008"
12529,"holst2014","kopytof1986"
12530,"keller2016","olsen1928"
12531,"sindbaek2014","almgren1955"
12532,"ijssennagger2015","rau1977"
12533,"holst2013","madsen1985"
12534,"ijssennagger2013","bregman1998"
12535,"krzewinska2018","korneliussen2014"
12536,"jarman2018","aitken2013"
12537,"ibsen2010","berlin2003"
12538,"jackson2018","reinton1960"
12539,"loftsgarden2019","imsennd"
12540,"tveiten2017","rundberget2013"
12541,"jahnsen2016","opedal1999"
12542,"kalmring2017","trinks2013"
12543,"kershaw2009","hinton1978"
