"round","from","to"
8110,"fabech2013","biuw1992"
8111,"gardela2018","petersen1992"
8112,"hennius2018","hallen1994"
8113,"perry2016","stocker2000"
8114,"hartman2017","jones2004"
8115,"zachrisson2014a","hjulstrom2006"
8116,"keller2016","fagan2000"
8117,"krzewinska2018","milman2003"
8118,"jackson2018","brace2011"
8119,"kemmers2011","aarts2005"
8120,"knudson2012","ezzo1995"
8121,"roslund2017","makarov1991"
8122,"zoega2017","gilchrist2005"
8123,"oehrl2017","hauck1954"
8124,"milek2012","hayden1983"
8125,"pedersen2015","baron2009"
8126,"price2019","jakobsson1992"
8127,"raffield2016","camdennd"
8128,"ahfeldt2015","lamm2003"
8129,"price2018","bayman2013"
8130,"raffield2018","sorensen1983"
8131,"sindbaek2007","okholm1996"
8132,"raninen2014","ahlen1998"
8133,"rogers2020","kershaw2008"
8134,"skre2017","gulibekk2005"
8135,"rundkvist2010","aberg1923"
8136,"sanmark2013","pantos2002"
8137,"sindbaek2016","vince2001"
8138,"raffield2019","higate2005"
8139,"reiter2019","eerkens2014"
8140,"schneidhofer2017","smedt2011"
8141,"skre2019","grant1986"
8142,"solli2011","moberg1977"
8143,"stott2019","flemming2007"
8144,"star2017","kayser2011"
8145,"fahlander2018","effros2002"
8146,"lund2005","walsh1998"
8147,"lund2015","hallstrom1932"
8148,"price2010","gourevich1999"
8149,"toplak2015","NOAUTHOR33"
8150,"mainland2018","sanmark2017"
8151,"baug2019","wamers2011"
8152,"amundsen2017","grimbe2013"
8153,"nielsen2011","spangen2010"
8154,"anchukaitis2017","seager2008"
8155,"helama2017","steinhilber2009"
8156,"magnell2010","janson1998"
8157,"gustin2017","hagg1983"
8158,"magi2011","kaliff2001"
8159,"jahnsen2016","baudou2004"
8160,"andren2000","lagman1990"
8161,"beck2017","becker1971"
8162,"baastrup2014","wamers1991"
8163,"burstrom2014","elfver2008"
8164,"beck2018","carlie2005"
8165,"catlin2016","catlin2013"
8166,"croix2015","jagodzinski1991"
8167,"croix2019","saunders2000"
8168,"eriksen2013","arrhenius1970"
8169,"fabech2013","bland1993"
8170,"gotfredsen2014","horwitz1992"
8171,"oye2016","carelli2001"
8172,"gardela2018","sauckel2013"
8173,"hennius2018","henriksen2009"
8174,"perry2016","rowe2008"
8175,"hartman2017","jonsbok2004"
8176,"keller2016","fjaervoll1961"
8177,"krzewinska2018","helgason2003"
8178,"jackson2018","brody2001"
8179,"kemmers2011","aarts2009"
8180,"zachrisson2014a","clarke2004"
8181,"knudson2012","fuller2006"
8182,"roslund2017","wallerstrom1995"
8183,"zoega2017","holloway2010"
8184,"oehrl2017","hauck1957"
8185,"milek2012","hermannsaudardottir1989"
8186,"pedersen2015","beagrie1989"
8187,"price2019","holmquist2009"
8188,"raffield2016","chagnon1988"
8189,"ahfeldt2015","oehrl2009"
8190,"price2018","bentley2007"
8191,"sindbaek2007","starigardoldeburg1991"
8192,"raninen2014","aikio2006"
8193,"rogers2020","thomas2003"
8194,"raffield2018","attwood2000"
8195,"skre2017","lunden1999"
8196,"rundkvist2010","aija1997"
8197,"sanmark2013","pantos2003"
8198,"sindbaek2016","batey2012"
8199,"raffield2019","hinojosa2010"
8200,"reiter2019","font2012"
8201,"schneidhofer2017","denham2008"
8202,"skre2019","green1965"
8203,"solli2011","mullerndc"
8204,"stott2019","rosenkranz2015"
8205,"star2017","bradbury2013"
8206,"fahlander2018","orchard2003"
8207,"lund2005","wiker2000"
8208,"lund2015","helanderrenvall2010"
8209,"price2010","gunnell2000"
8210,"amundsen2017","gustafson1988"
8211,"baug2019","hansen2004"
8212,"androshchuk2010","sonderso2005"
8213,"anchukaitis2017","seager2007"
8214,"helama2017","wilson2016"
8215,"gustin2017","hagg1984"
8216,"montgomery2014","fricke1995"
8217,"magnell2010","andersson1998"
8218,"jahnsen2016","shanks1987"
8219,"andren2000","fornvannen1997"
8220,"beck2017","berggren2009"
8221,"nielsen2011","storli2006"
8222,"baastrup2014","lennartsson1999"
8223,"burstrom2014","epstein1991"
8224,"carver2015","nielsen2013"
8225,"beck2018","carlie2008"
8226,"catlin2016","catlin2014"
8227,"croix2015","jankuhn1971"
8228,"croix2019","sode2010"
8229,"eriksen2013","bardseth2009"
8230,"fabech2013","price2008f"
8231,"gardela2018","samson1991"
8232,"gotfredsen2014","degerbol1948"
8233,"oye2016","fischer2004"
8234,"toplak2015","hockart1938"
8235,"mainland2018","dockrill2010"
8236,"magi2011","jansson2000"
8237,"hennius2018","isaksen2012"
8238,"hartman2017","kristjansson1980"
8239,"keller2016","fredskild1973"
8240,"krzewinska2018","kjellstrom2007"
8241,"jackson2018","buckland2009"
8242,"kemmers2011","barndon2004"
8243,"perry2016","young2009"
8244,"knudson2012","gallet1998"
8245,"zachrisson2014a","lamm2004a"
8246,"zoega2017","kiefferolsen1993"
8247,"oehrl2017","hauck1980"
8248,"milek2012","hinz1989"
8249,"pedersen2015","bielicki1991"
8250,"raffield2016","colwell1988"
8251,"ahfeldt2015","wilson1966"
8252,"roslund2017","martin1986"
8253,"price2018","brink2014"
8254,"price2019","arnold1991"
8255,"sindbaek2007","stro1984"
8256,"raninen2014","alenius2007"
8257,"raffield2018","einarsson1991"
8258,"rundkvist2010","ailio1922"
8259,"skre2017","polanyi1944"
8260,"sanmark2013","turner2007"
8261,"rogers2020","addyman1981"
8262,"raffield2019","hollander1949"
8263,"sindbaek2016","sanke2001"
8264,"reiter2019","frankopan2015"
8265,"schneidhofer2017","deroin2011"
8266,"skre2019","gutsmiedlschumann2018"
8267,"solli2011","mullerndd"
8268,"stott2019","vennersdorf2017"
8269,"star2017","knutsen2010"
8270,"fahlander2018","hastrup1985"
8271,"lund2005","dent1984"
8272,"lund2015","hultkrantz1994"
8273,"price2010","gunnell2006"
8274,"lund2021","gardela2008"
8275,"amundsen2017","gustavsen2014"
8276,"androshchuk2010","stenalt1960"
8277,"baug2019","arrhenius1985"
8278,"anchukaitis2017","shindell2009"
8279,"helama2017","wilson2010"
8280,"gustin2017","bolin2004"
8281,"andren2000","lie1952"
8282,"montgomery2014","bentley2006"
8283,"beck2017","bille2016"
8284,"magnell2010","palm2004"
8285,"baastrup2014","roth2002"
8286,"nielsen2011","amundsen2003"
8287,"burstrom2014","foucault1978"
8288,"beck2018","christensen1973"
8289,"catlin2016","chadwick2013"
8290,"carver2015","mccormick2012"
8291,"croix2015","jankuhn1985"
8292,"croix2019","tassie2015"
8293,"jahnsen2016","myhre1994"
8294,"eriksen2013","beck2010"
8295,"fabech2013","back2009"
8296,"gardela2018","straubhaar2002"
8297,"gotfredsen2014","graslund2004"
8298,"toplak2015","sherlock1992"
8299,"oye2016","soderberg2002"
8300,"hennius2018","karlsson2016"
8301,"hartman2017","kirkbride2008"
8302,"magi2011","leimus2007"
8303,"mainland2018","flores1996"
8304,"keller2016","gerrard1991"
8305,"krzewinska2018","ros2012"
8306,"jackson2018","butzer2012"
8307,"kemmers2011","berg1989"
8308,"knudson2012","gonfiantini2001"
8309,"zachrisson2014a","nordberg2003"
8310,"oehrl2017","hauck1983"
8311,"milek2012","hoffmann1964"
8312,"pedersen2015","billstrom1990"
8313,"perry2016","smith2001"
8314,"zoega2017","frioriksson2013"
8315,"raffield2016","debuse1999"
8316,"roslund2017","roslund2010"
8317,"price2018","buck1938"
8318,"price2019","dowson2006"
8319,"sindbaek2007","bchin1965"
8320,"raninen2014","barrett2009"
8321,"raffield2018","durrenburger1934"
8322,"rundkvist2010","ambrosiani1956"
8323,"skre2017","stenvik2003"
8324,"rogers2020","alcock1963"
8325,"ahfeldt2015","omeadhra1987"
8326,"raffield2019","hooper2001"
8327,"sanmark2013","armstrong2000"
8328,"reiter2019","frei2017"
8329,"schneidhofer2017","dincauze2000"
8330,"sindbaek2016","janssen1987"
8331,"skre2019","gothberg2018"
8332,"solli2011","nilsen2003"
8333,"stott2019","mitchell1988"
8334,"star2017","selkoe2016"
8335,"fahlander2018","holbraad2010"
8336,"lund2004","norgardjorgensen1999"
8337,"lund2015","humphrey1994"
8338,"price2010","hagg2009"
8339,"amundsen2017","hagen1946"
8340,"androshchuk2010","kolindsund1936"
8341,"hilberg2014","wamers1930"
8342,"anchukaitis2017","shindell2014"
8343,"andren2000","lindblad1992"
8344,"baug2019","nasman2000"
8345,"beck2017","bloch1977"
8346,"baastrup2014","lindahl2003"
8347,"magnell2010","ambrosiani1984"
8348,"burstrom2014","friedel1993"
8349,"montgomery2014","wallace2008"
8350,"beck2018","ford1954"
8351,"catlin2016","chase2014"
8352,"gustin2017","jansson1997"
8353,"croix2015","kuzmin2000"
8354,"carver2015","steuer2007"
8355,"croix2019","turney2005"
8356,"eriksen2013","bertell2006"
8357,"fabech2013","carlie1998"
8358,"jahnsen2016","gravesbrown1996"
8359,"nielsen2011","olsen2000"
8360,"gardela2018","straubhaar2011"
8361,"gotfredsen2014","serjeantson2011"
8362,"toplak2015","pedersen1996"
8363,"helama2017","wilson2009"
8364,"hennius2018","kjermichaelsen1992"
8365,"hartman2017","larsen1917"
8366,"mainland2018","steinsland2011"
8367,"oye2016","andersson2002"
8368,"keller2016","grove1988"
8369,"krzewinska2018","kjellstrom2017"
8370,"jackson2018","codding2015"
8371,"kemmers2011","berger1996"
8372,"magi2011","kulakov1994"
8373,"knudson2012","halpin1993"
8374,"zachrisson2014a","vifot1936"
8375,"oehrl2017","hauck1994"
8376,"milek2012","iceland1985"
8377,"pedersen2015","bjorlykke1982"
8378,"zoega2017","steffen1943"
8379,"raffield2016","dickemann1979"
8380,"perry2016","musty1974"
8381,"price2018","erikson2015"
8382,"price2019","dror2017"
8383,"sindbaek2007","albert1999"
8384,"roslund2017","alenius2011"
8385,"raninen2014","carpelan1984"
8386,"raffield2018","ol1939"
8387,"rundkvist2010","ambrosiani1968"
8388,"rogers2020","bayley1987"
8389,"skre2017","fox1974"
8390,"raffield2019","honwana2006"
8391,"sanmark2013","storli2001"
8392,"reiter2019","frobeniusnd"
8393,"schneidhofer2017","doneus2008"
8394,"sindbaek2016","forster2006"
8395,"ahfeldt2015","brown2003"
8396,"skre2019","hall2006"
8397,"solli2011","nummedal1912"
8398,"stott2019","vanderwalt2014"
8399,"star2017","hutchinson2015"
8400,"fahlander2018","holbraad2017"
8401,"lund2004","geibig1989"
8402,"lund2015","hutton2001"
8403,"price2010","jakubovskij1926"
8404,"bonde2016","bakka1971"
8405,"amundsen2017","hagstrom2010"
8406,"androshchuk2010","luhm1903"
8407,"anchukaitis2017","shindell2015"
8408,"andren2000","lindell1994"
8409,"baug2019","nasman2003"
8410,"beck2017","boivin2008"
8411,"baastrup2014","aud1992"
8412,"hilberg2014","eckstein1977"
8413,"burstrom2014","gaitanammann2005"
8414,"beck2018","fowler2017"
8415,"montgomery2014","grimes2013"
8416,"catlin2016","correia2013"
8417,"croix2015","lundstrom1981"
8418,"carver2015","carver2009"
8419,"croix2019","valente2017"
8420,"gustin2017","tsigaridasglorstad2012"
8421,"eriksen2013","blanton1995"
8422,"fabech2013","conti1999"
8423,"jahnsen2016","dennell1996"
8424,"magnell2010","carlie2004"
8425,"nielsen2011","vandommelen2002"
8426,"gardela2018","strom1954"
8427,"gotfredsen2014","alexandersen1998"
8428,"hennius2018","kristensen2007"
8429,"helama2017","jones2001"
8430,"hartman2017","royladurie1972"
8431,"mainland2018","fridriksson1994"
8432,"keller2016","gudmundsson2001"
8433,"oye2016","pedersen1990"
8434,"krzewinska2018","wikstrom2008"
8435,"jackson2018","crumley1994a"
8436,"kemmers2011","bertell2003"
8437,"knudson2012","hatch1966"
8438,"zachrisson2014a","ramqvist2007"
8439,"oehrl2017","heinzle2010"
8440,"toplak2015","pedersen2011"
8441,"milek2012","ingimundarson1992"
8442,"magi2011","page1995"
8443,"pedersen2015","bjorlykke1990"
8444,"zoega2017","sellevold2001"
8445,"raffield2016","downham2014"
8446,"perry2016","miles1989"
8447,"price2018","hauofa2008"
8448,"price2019","fridriksdottir2013"
8449,"sindbaek2007","albert2002"
8450,"raninen2014","carpelan2003"
8451,"roslund2017","hiekkanen2010"
8452,"raffield2018","ellison2000"
8453,"rundkvist2010","arbman1932"
8454,"rogers2020","bayley1991"
8455,"skre2017","hedeager1994"
8456,"raffield2019","howard2000"
8457,"reiter2019","frobeniusnda"
8458,"schneidhofer2017","donoghue1988"
8459,"sanmark2013","sanmark2006"
8460,"sindbaek2016","london1990"
8461,"ahfeldt2015","lamm2006"
8462,"skre2019","heaney2001"
8463,"solli2011","nussbaum1999"
8464,"stott2019","illingworth1987"
8465,"star2017","bradbury2010"
8466,"fahlander2018","klevnas2015"
8467,"price2010","liepe1989"
8468,"lund2004","nmd1919"
8469,"lund2015","jernsletten2006"
8470,"christiansen2019","hardh2010"
8471,"amundsen2017","hallgren2008"
8472,"androshchuk2010","androshchuk2001"
8473,"bonde2016","mullerwille1978"
8474,"anchukaitis2017","shindell2004"
8475,"andren2000","lindkvist1988"
8476,"beck2017","bowker2005"
8477,"baug2019","askvik1990"
8478,"baastrup2014","aarsleff2008"
8479,"hilberg2014","roesdahl2005"
8480,"burstrom2014","gilchrist2000"
8481,"beck2018","gjerlevsen2013"
8482,"catlin2016","crofts2011"
8483,"croix2015","malcolm2003"
8484,"montgomery2014","brettell2012"
8485,"croix2019","vanriel2016"
8486,"carver2015","abulafia2011"
8487,"eriksen2013","blier1987"
8488,"fabech2013","rosengren1997"
8489,"jahnsen2016","trigger1984"
8490,"gustin2017","kyhlberg1980"
8491,"gardela2018","tolley2009"
8492,"gotfredsen2014","behrensmeyer1978"
8493,"magnell2010","nilsson2003"
8494,"nielsen2011","heron2010"
8495,"hennius2018","laist2017"
8496,"helama2017","lamb1965"
8497,"hartman2017","ludlow2010"
8498,"keller2016","gudmundsson2004"
8499,"krzewinska2018","wikstrom2005"
8500,"jackson2018","cumming2008"
8501,"kemmers2011","budd1995"
8502,"knudson2012","hatch1967"
8503,"oehrl2017","holmqvist1939"
8504,"mainland2018","allison1997"
8505,"milek2012","jones1944"
8506,"pedersen2015","bjorlykke1993"
8507,"magi2011","lang1996"
8508,"raffield2016","ebel1993"
8509,"zoega2017","gillespie2001"
8510,"perry2016","abbott2005"
8511,"price2018","heyerdahl1938"
8512,"price2019","geller2017"
8513,"sindbaek2007","barabasi2003"
8514,"raninen2014","carpelan2006"
8515,"roslund2017","makarov1990"
8516,"oye2016","liebgott1989"
8517,"raffield2018","finlay1959"
8518,"rundkvist2010","areslatt1993"
8519,"rogers2020","benson1911"
8520,"raffield2019","kaland2008"
8521,"skre2017","ilkjaer2000"
8522,"reiter2019","garnett1945"
8523,"schneidhofer2017","embleton1970"
8524,"zachrisson2014a","drobin1991"
8525,"sanmark2013","ballantyne1999"
8526,"sindbaek2016","michelmerch1972"
8527,"toplak2015","meier2001"
8528,"skre2019","heinertz1925"
8529,"solli2011","naess1973"
8530,"stott2019","cerrillocuenca2017"
8531,"star2017","hemmerhansen2013"
8532,"ahfeldt2015","bjelland2006"
8533,"fahlander2018","orchard2004"
8534,"lund2005","dinzelbacher1984"
8535,"price2010","mckinnell2005"
8536,"lund2015","manker1938"
8537,"christiansen2019","stidsing2014"
8538,"raffield2014","turner2006"
8539,"amundsen2017","hansen2014"
8540,"leonard2011","grahamcampbell1984"
8541,"androshchuk2010","androshchuk2003"
8542,"bonde2016","ornes1966"
8543,"anchukaitis2017","shindell2001"
8544,"andren2000","lindqvist1931"
8545,"beck2017","cobb2012"
8546,"baug2019","askvik2008"
8547,"baastrup2014","adamsen1997"
8548,"hilberg2014","schon1995"
8549,"burstrom2014","gildonnd"
8550,"beck2018","gram2006"
8551,"catlin2016","cronon1991"
8552,"croix2015","olsen1975"
8553,"montgomery2014","montgomery2007"
8554,"croix2019","vepraskas2018"
8555,"carver2015","angenendt2008"
8556,"eriksen2013","heyerdahllarsen1995"
8557,"fabech2013","green1995"
8558,"jahnsen2016","dommasnes1979"
8559,"gardela2018","andersen1985"
8560,"gotfredsen2014","binford1981"
8561,"gustin2017","ambrosiani2000"
8562,"hennius2018","lowenstein1993"
8563,"hartman2017","luterbacher2016"
8564,"helama2017","andresen2010"
8565,"nielsen2011","johansen2003"
8566,"keller2016","guttormsen1994"
8567,"krzewinska2018","tillmar2010"
8568,"jackson2018","golding2011"
8569,"kemmers2011","christophersen1992"
8570,"knudson2012","herring1998"
8571,"magnell2010","brink2004d"
8572,"oehrl2017","kopar2012"
8573,"mainland2018","arnold1999"
8574,"milek2012","kobylinski1997"
8575,"pedersen2015","blanchard2001"
8576,"magi2011","magi2002"
8577,"raffield2016","ember1974"
8578,"perry2016","gilmour1988"
8579,"price2018","kane1997"
8580,"price2019","gero1985"
8581,"sindbaek2007","becker1999"
8582,"raninen2014","donner1986"
8583,"roslund2017","makarov2009"
8584,"raffield2018","kennedy1997"
8585,"rundkvist2010","arrhenius1999"
8586,"rogers2020","blair1991"
8587,"raffield2019","kamp2015"
8588,"oye2016","jeppesen1981"
8589,"skre2017","bakka1978"
8590,"reiter2019","gleirscher2004"
8591,"schneidhofer2017","chng2004"
8592,"sanmark2013","ogrady2008"
8593,"sindbaek2016","batey1987"
8594,"toplak2015","duwel2001"
8595,"skre2019","hodder1976"
8596,"solli2011","oestigaard2004"
8597,"stott2019","schubert2017"
8598,"zoega2017","jonsson2007"
8599,"star2017","sodeland2016"
8600,"zachrisson2014a","hardt2003"
8601,"ahfeldt2015","jansson1962"
8602,"glorstad2012","barrett2008"
8603,"glorstad2012","barrett2010"
8604,"fahlander2018","perabo2017"
8605,"lund2017","decastro2015"
8606,"price2008a","crumlinpedersen1995d"
8607,"lund2005","frandsen1999"
8608,"price2014","raffield2015"
8609,"barndon2018","barndon2005"
8610,"christiansen2019","christiansen2014"
8611,"amundsen2017","hedman2003"
8612,"raffield2014","androshchuk2002"
8613,"androshchuk2010","androshchuk2009"
8614,"anchukaitis2017","shindell2003"
8615,"bonde2016","ljungkvist2005"
8616,"andren2000","lindstrom1992"
8617,"leonard2011","forster2004"
8618,"beck2017","delanda2006"
8619,"baug2019","askvik2014"
8620,"baastrup2014","albrethsen2008"
8621,"burstrom2014","golofast2003"
8622,"beck2018","graslund1987"
8623,"catlin2016","crumley2003"
8624,"croix2015","reynolds1977"
8625,"montgomery2014","montgomery2009"
8626,"croix2019","verleyen2017"
8627,"carver2015","armstrong2009"
8628,"eriksen2013","davidson1964"
8629,"fabech2013","hannestad1986"
8630,"hilberg2014","hybel2007"
8631,"jahnsen2016","ingstad1992"
8632,"gardela2018","mayor2014"
8633,"gotfredsen2014","bliujiene2007"
8634,"gustin2017","carpelan1992"
8635,"hennius2018","lundkoksvik2010"
8636,"ijssennagger2015","sawyer1998"
8637,"hartman2017","martinvide1995"
8638,"helama2017","baker2015"
8639,"keller2016","halstead1998"
8640,"nielsen2011","sjovold1962"
8641,"krzewinska2018","dupuy2001"
8642,"jackson2018","golding2015"
8643,"kemmers2011","creighton2000"
8644,"knudson2012","hobson2004"
8645,"magnell2010","hildebrandt1989"
8646,"oehrl2017","kreutzer1989"
8647,"mainland2018","batey1993"
8648,"milek2012","kuna2005"
8649,"pedersen2015","bode2008"
8650,"magi2011","magi2004"
8651,"raffield2016","falys2014"
8652,"perry2016","aitken1966"
8653,"price2018","king2003"
8654,"price2019","ghisleni2016"
8655,"sindbaek2007","becker2003"
8656,"raninen2014","edberg1999"
8657,"roslund2017","melnikova1991"
8658,"raffield2018","lunde1983"
8659,"rundkvist2010","atterman1935"
8660,"rogers2020","boni2003"
8661,"raffield2019","keith2005"
8662,"skre2017","granovetter1985"
8663,"reiter2019","greenblatt2010"
8664,"schneidhofer2017","fairbridge1985"
8665,"sanmark2013","coolen2011"
8666,"sindbaek2016","buttler1989"
8667,"oye2016","ronneseth1975"
8668,"skre2019","hardh2002"
8669,"solli2011","oestigaard2007"
8670,"stott2019","ester1996"
8671,"star2017","berg2016"
8672,"toplak2015","alt1998"
8673,"zachrisson2014a","hamilton2007"
8674,"zoega2017","arcini1999"
8675,"ahfeldt2015","kitzlerahfeldt2002"
8676,"heenpettersen2019","barrett2010"
8677,"heenpettersen2019","barrett2008"
8678,"barrett2010","price2000"
8679,"barrett2008","price2000"
8680,"fahlander2018","salmond2014"
8681,"lund2004","habbe2004"
8682,"lund2015","manker1950"
8683,"price2010","montgomery2004"
8684,"ashby2015","thend"
8685,"billnd","bill2012"
8686,"price2014","gardela2012"
8687,"christiansen2019","dobat2010"
8688,"amundsen2017","helstad2001"
8689,"androshchuk2010","androshchuk2004"
